Energy 5 			# in MeV 
Cross_section 0.045260 		# in barn

Multiplicity proton 1.000000
Differential_cross_section proton 41 	 # Secondary particule & Nbr of rows (Energies) 
# 	 Energy(MeV)	 Int.(b/MeV)	0°	10°	20°	30°	40°	50°	60°	70°	90°	110°	130°	150°	180°	(b/MeV.Sr)
	 17.6000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 18.1500 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 18.7000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 19.2500 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 19.8000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 20.3500 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 20.9000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 21.4500 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 22.0000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00

Multiplicity alpha 0.124100
Differential_cross_section alpha 41 	 # Secondary particule & Nbr of rows (Energies) 
# 	 Energy(MeV)	 Int.(b/MeV)	0°	10°	20°	30°	40°	50°	60°	70°	90°	110°	130°	150°	180°	(b/MeV.Sr)
	 0.0000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 0.5500 	 2.2664e-05	1.2e-07	1.2e-07	1.3e-07	1.4e-07	1.6e-07	1.9e-07	2.8e-07	4.3e-07	9.3e-07	1.8e-06	3.5e-06	6.2e-06	8.3e-06
	 1.1000 	 8.4873e-05	4.4e-07	4.5e-07	4.8e-07	5.4e-07	6.2e-07	7.3e-07	1.1e-06	1.6e-06	3.5e-06	6.8e-06	1.3e-05	2.3e-05	3.0e-05
	 1.6500 	 2.2910e-04	1.6e-06	1.7e-06	1.8e-06	2.1e-06	2.5e-06	3.1e-06	4.3e-06	6.0e-06	1.1e-05	2.0e-05	3.5e-05	5.7e-05	7.3e-05
	 2.2000 	 1.3040e-03	1.6e-05	1.7e-05	1.9e-05	2.2e-05	2.8e-05	3.5e-05	4.5e-05	5.8e-05	9.2e-05	1.4e-04	1.9e-04	2.6e-04	3.0e-04
	 2.7500 	 3.3157e-03	4.8e-05	5.1e-05	5.7e-05	6.6e-05	8.2e-05	1.0e-04	1.3e-04	1.6e-04	2.5e-04	3.6e-04	4.6e-04	6.0e-04	6.7e-04
	 3.3000 	 5.8731e-03	9.7e-05	1.0e-04	1.1e-04	1.3e-04	1.6e-04	2.0e-04	2.5e-04	3.1e-04	4.5e-04	6.2e-04	7.7e-04	9.6e-04	1.1e-03
	 3.8500 	 8.5850e-03	1.6e-04	1.7e-04	1.9e-04	2.1e-04	2.6e-04	3.1e-04	3.9e-04	4.7e-04	6.6e-04	8.8e-04	1.0e-03	1.2e-03	1.4e-03
	 4.4000 	 1.1822e-02	3.6e-04	3.7e-04	3.9e-04	4.3e-04	4.9e-04	5.6e-04	6.4e-04	7.3e-04	9.3e-04	1.1e-03	1.3e-03	1.4e-03	1.5e-03
	 4.9500 	 1.6402e-02	8.6e-04	8.7e-04	9.0e-04	9.3e-04	1.0e-03	1.1e-03	1.1e-03	1.2e-03	1.3e-03	1.4e-03	1.5e-03	1.6e-03	1.6e-03
	 5.5000 	 2.0455e-02	1.4e-03	1.4e-03	1.5e-03	1.5e-03	1.5e-03	1.6e-03	1.6e-03	1.6e-03	1.7e-03	1.7e-03	1.6e-03	1.7e-03	1.7e-03
	 6.0500 	 2.1992e-02	1.8e-03	1.8e-03	1.8e-03	1.8e-03	1.8e-03	1.8e-03	1.8e-03	1.8e-03	1.8e-03	1.8e-03	1.7e-03	1.7e-03	1.7e-03
	 6.6000 	 2.1013e-02	2.1e-03	2.1e-03	2.0e-03	2.0e-03	1.9e-03	1.8e-03	1.8e-03	1.7e-03	1.7e-03	1.6e-03	1.5e-03	1.5e-03	1.5e-03
	 7.1500 	 1.8890e-02	2.3e-03	2.3e-03	2.2e-03	2.1e-03	2.0e-03	1.8e-03	1.7e-03	1.6e-03	1.5e-03	1.3e-03	1.2e-03	1.1e-03	1.1e-03
	 7.7000 	 1.6329e-02	2.4e-03	2.4e-03	2.3e-03	2.2e-03	2.0e-03	1.8e-03	1.6e-03	1.5e-03	1.2e-03	9.7e-04	7.9e-04	6.9e-04	6.4e-04
	 8.2500 	 1.3830e-02	2.4e-03	2.4e-03	2.3e-03	2.2e-03	2.0e-03	1.8e-03	1.5e-03	1.3e-03	1.0e-03	7.2e-04	5.6e-04	4.7e-04	4.2e-04
	 8.8000 	 1.0665e-02	2.1e-03	2.1e-03	2.0e-03	1.8e-03	1.7e-03	1.5e-03	1.2e-03	1.0e-03	7.3e-04	5.0e-04	3.7e-04	3.0e-04	2.7e-04
	 9.3500 	 7.4194e-03	1.6e-03	1.6e-03	1.5e-03	1.4e-03	1.2e-03	1.1e-03	8.7e-04	7.0e-04	4.6e-04	3.0e-04	2.2e-04	1.7e-04	1.5e-04
	 9.9000 	 4.9856e-03	1.3e-03	1.3e-03	1.2e-03	1.0e-03	8.6e-04	7.2e-04	5.8e-04	4.6e-04	2.8e-04	1.7e-04	1.2e-04	9.0e-05	7.5e-05
	 10.4500 	 3.6294e-03	9.8e-04	9.8e-04	8.9e-04	7.7e-04	6.5e-04	5.4e-04	4.3e-04	3.3e-04	1.9e-04	1.1e-04	7.7e-05	5.8e-05	4.9e-05
	 11.0000 	 2.5496e-03	7.2e-04	7.1e-04	6.5e-04	5.6e-04	4.7e-04	3.8e-04	3.1e-04	2.3e-04	1.3e-04	6.9e-05	4.6e-05	3.4e-05	3.0e-05
	 11.5500 	 1.7423e-03	5.0e-04	4.9e-04	4.5e-04	3.9e-04	3.3e-04	2.7e-04	2.1e-04	1.5e-04	7.9e-05	3.9e-05	2.5e-05	1.8e-05	1.8e-05
	 12.1000 	 1.2258e-03	3.6e-04	3.5e-04	3.2e-04	2.8e-04	2.4e-04	1.9e-04	1.5e-04	1.0e-04	5.3e-05	2.4e-05	1.5e-05	1.1e-05	1.1e-05
	 12.6500 	 8.6522e-04	2.7e-04	2.6e-04	2.4e-04	2.1e-04	1.7e-04	1.3e-04	1.0e-04	7.1e-05	3.6e-05	1.7e-05	1.0e-05	7.8e-06	7.6e-06
	 13.2000 	 5.8613e-04	2.0e-04	1.9e-04	1.7e-04	1.5e-04	1.2e-04	9.1e-05	6.9e-05	4.7e-05	2.4e-05	1.1e-05	6.5e-06	5.5e-06	4.9e-06
	 13.7500 	 3.9065e-04	1.5e-04	1.4e-04	1.3e-04	1.0e-04	8.0e-05	6.0e-05	4.3e-05	3.0e-05	1.6e-05	7.7e-06	4.2e-06	3.8e-06	3.2e-06
	 14.3000 	 2.7119e-04	1.1e-04	1.0e-04	9.3e-05	7.4e-05	5.7e-05	4.2e-05	2.9e-05	2.0e-05	1.0e-05	5.0e-06	2.6e-06	2.5e-06	2.0e-06
	 14.8500 	 1.8065e-04	7.9e-05	7.3e-05	6.7e-05	5.3e-05	4.0e-05	2.8e-05	1.9e-05	1.3e-05	6.0e-06	2.6e-06	1.3e-06	1.3e-06	1.0e-06
	 15.4000 	 1.1321e-04	5.4e-05	5.1e-05	4.6e-05	3.7e-05	2.7e-05	1.7e-05	1.1e-05	8.0e-06	2.9e-06	7.7e-07	4.0e-07	4.0e-07	3.0e-07
	 15.9500 	 6.9734e-05	3.6e-05	3.5e-05	3.1e-05	2.5e-05	1.8e-05	1.0e-05	6.5e-06	4.8e-06	1.3e-06	5.9e-09	3.0e-09	3.0e-09	2.3e-09
	 16.5000 	 4.2026e-05	2.3e-05	2.3e-05	2.0e-05	1.5e-05	1.1e-05	6.1e-06	3.8e-06	2.8e-06	7.1e-07	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 17.0500 	 1.9474e-05	1.3e-05	1.2e-05	9.9e-06	7.3e-06	4.8e-06	2.7e-06	1.7e-06	1.2e-06	3.0e-07	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 17.6000 	 4.9765e-06	5.3e-06	4.7e-06	3.3e-06	1.8e-06	9.5e-07	5.2e-07	3.2e-07	2.4e-07	5.5e-08	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 18.1500 	 1.0295e-06	2.4e-06	2.0e-06	1.1e-06	3.0e-07	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 18.7000 	 5.1336e-07	1.2e-06	1.0e-06	5.7e-07	1.5e-07	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 19.2500 	 1.7253e-07	4.3e-07	3.5e-07	1.9e-07	5.0e-08	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 19.8000 	 1.2387e-08	3.2e-08	2.6e-08	1.4e-08	3.6e-09	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 20.3500 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 20.9000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 21.4500 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 22.0000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00

Energy_fraction_recoils 0.034800

#################################################################################################################################################

Energy 24 			# in MeV 
Cross_section 0.873300 		# in barn

Multiplicity proton 1.650000
Differential_cross_section proton 41 	 # Secondary particule & Nbr of rows (Energies) 
# 	 Energy(MeV)	 Int.(b/MeV)	0°	10°	20°	30°	40°	50°	60°	70°	90°	110°	130°	150°	180°	(b/MeV.Sr)
	 0.0000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 0.6000 	 3.1060e-02	1.8e-03	1.8e-03	1.9e-03	1.9e-03	2.0e-03	2.1e-03	2.1e-03	2.2e-03	2.5e-03	2.7e-03	3.0e-03	3.1e-03	3.3e-03
	 1.2000 	 6.2816e-02	4.1e-03	4.1e-03	4.1e-03	4.2e-03	4.3e-03	4.4e-03	4.5e-03	4.6e-03	5.0e-03	5.3e-03	5.7e-03	5.9e-03	6.2e-03
	 1.8000 	 9.7222e-02	7.1e-03	7.1e-03	7.0e-03	7.1e-03	7.2e-03	7.2e-03	7.3e-03	7.4e-03	7.7e-03	8.0e-03	8.3e-03	8.5e-03	8.6e-03
	 2.4000 	 1.4069e-01	1.2e-02	1.2e-02	1.1e-02	1.1e-02	1.1e-02	1.1e-02	1.1e-02	1.1e-02	1.1e-02	1.1e-02	1.1e-02	1.1e-02	1.1e-02
	 3.0000 	 1.8340e-01	1.7e-02	1.7e-02	1.6e-02	1.6e-02	1.6e-02	1.5e-02	1.5e-02	1.5e-02	1.4e-02	1.4e-02	1.4e-02	1.4e-02	1.3e-02
	 3.6000 	 2.1325e-01	2.0e-02	2.0e-02	1.9e-02	1.9e-02	1.9e-02	1.8e-02	1.8e-02	1.7e-02	1.6e-02	1.7e-02	1.6e-02	1.6e-02	1.5e-02
	 4.2000 	 2.1868e-01	2.1e-02	2.1e-02	2.0e-02	2.0e-02	2.0e-02	1.9e-02	1.9e-02	1.8e-02	1.7e-02	1.7e-02	1.6e-02	1.6e-02	1.5e-02
	 4.8000 	 2.0222e-01	2.0e-02	2.0e-02	1.9e-02	1.9e-02	1.9e-02	1.8e-02	1.8e-02	1.7e-02	1.5e-02	1.5e-02	1.4e-02	1.4e-02	1.3e-02
	 5.4000 	 1.7563e-01	1.9e-02	1.9e-02	1.8e-02	1.8e-02	1.8e-02	1.7e-02	1.6e-02	1.5e-02	1.3e-02	1.2e-02	1.1e-02	1.1e-02	1.0e-02
	 6.0000 	 1.5000e-01	1.7e-02	1.7e-02	1.7e-02	1.6e-02	1.6e-02	1.5e-02	1.4e-02	1.3e-02	1.1e-02	9.7e-03	8.7e-03	8.1e-03	7.8e-03
	 6.6000 	 1.2641e-01	1.5e-02	1.5e-02	1.5e-02	1.4e-02	1.4e-02	1.3e-02	1.2e-02	1.1e-02	9.2e-03	7.9e-03	7.0e-03	6.5e-03	6.2e-03
	 7.2000 	 1.0196e-01	1.3e-02	1.3e-02	1.3e-02	1.2e-02	1.2e-02	1.1e-02	9.9e-03	9.0e-03	7.5e-03	6.3e-03	5.6e-03	5.1e-03	4.8e-03
	 7.8000 	 8.1845e-02	1.0e-02	1.0e-02	1.1e-02	1.0e-02	9.5e-03	8.8e-03	8.0e-03	7.3e-03	6.1e-03	5.0e-03	4.4e-03	4.0e-03	3.8e-03
	 8.4000 	 6.9048e-02	9.2e-03	9.2e-03	9.2e-03	8.8e-03	8.2e-03	7.5e-03	6.9e-03	6.2e-03	5.1e-03	4.2e-03	3.6e-03	3.2e-03	3.0e-03
	 9.0000 	 5.9071e-02	8.3e-03	8.2e-03	8.1e-03	7.7e-03	7.2e-03	6.6e-03	6.0e-03	5.4e-03	4.3e-03	3.5e-03	3.0e-03	2.6e-03	2.5e-03
	 9.6000 	 5.1203e-02	7.5e-03	7.4e-03	7.3e-03	6.9e-03	6.4e-03	5.8e-03	5.3e-03	4.8e-03	3.7e-03	3.0e-03	2.5e-03	2.1e-03	2.0e-03
	 10.2000 	 4.5167e-02	6.9e-03	6.8e-03	6.6e-03	6.2e-03	5.8e-03	5.2e-03	4.7e-03	4.2e-03	3.3e-03	2.6e-03	2.1e-03	1.8e-03	1.7e-03
	 10.8000 	 4.0443e-02	6.3e-03	6.3e-03	6.1e-03	5.6e-03	5.3e-03	4.7e-03	4.2e-03	3.8e-03	2.9e-03	2.2e-03	1.8e-03	1.5e-03	1.4e-03
	 11.4000 	 3.6536e-02	5.8e-03	5.8e-03	5.6e-03	5.2e-03	4.8e-03	4.4e-03	3.8e-03	3.4e-03	2.6e-03	1.9e-03	1.5e-03	1.3e-03	1.2e-03
	 12.0000 	 3.3000e-02	5.4e-03	5.4e-03	5.2e-03	4.8e-03	4.4e-03	4.0e-03	3.5e-03	3.1e-03	2.3e-03	1.7e-03	1.3e-03	1.1e-03	9.9e-04
	 12.6000 	 2.9545e-02	5.0e-03	5.0e-03	4.8e-03	4.5e-03	4.1e-03	3.7e-03	3.2e-03	2.8e-03	2.1e-03	1.5e-03	1.1e-03	9.2e-04	8.2e-04
	 13.2000 	 2.6360e-02	4.7e-03	4.7e-03	4.5e-03	4.2e-03	3.8e-03	3.4e-03	2.9e-03	2.5e-03	1.8e-03	1.3e-03	9.6e-04	7.7e-04	6.7e-04
	 13.8000 	 2.3715e-02	4.4e-03	4.4e-03	4.2e-03	3.9e-03	3.5e-03	3.1e-03	2.7e-03	2.3e-03	1.7e-03	1.1e-03	8.4e-04	6.6e-04	5.7e-04
	 14.4000 	 2.1718e-02	4.1e-03	4.1e-03	3.9e-03	3.6e-03	3.2e-03	2.8e-03	2.5e-03	2.1e-03	1.5e-03	1.0e-03	7.6e-04	6.1e-04	5.4e-04
	 15.0000 	 2.0024e-02	3.8e-03	3.8e-03	3.6e-03	3.3e-03	3.0e-03	2.6e-03	2.3e-03	1.9e-03	1.3e-03	9.2e-04	6.9e-04	5.8e-04	5.2e-04
	 15.6000 	 1.8672e-02	3.6e-03	3.5e-03	3.4e-03	3.1e-03	2.7e-03	2.4e-03	2.1e-03	1.8e-03	1.2e-03	8.5e-04	6.5e-04	5.5e-04	5.1e-04
	 16.2000 	 1.7713e-02	3.3e-03	3.2e-03	3.1e-03	2.8e-03	2.5e-03	2.2e-03	1.9e-03	1.7e-03	1.2e-03	8.4e-04	6.4e-04	5.5e-04	5.1e-04
	 16.8000 	 1.6885e-02	3.0e-03	2.9e-03	2.8e-03	2.5e-03	2.3e-03	2.0e-03	1.7e-03	1.5e-03	1.2e-03	9.3e-04	7.0e-04	5.7e-04	5.1e-04
	 17.4000 	 1.6252e-02	2.8e-03	2.7e-03	2.6e-03	2.3e-03	2.1e-03	1.8e-03	1.6e-03	1.4e-03	1.3e-03	1.0e-03	7.7e-04	6.0e-04	5.1e-04
	 18.0000 	 1.6000e-02	2.7e-03	2.6e-03	2.5e-03	2.2e-03	2.0e-03	1.7e-03	1.5e-03	1.4e-03	1.3e-03	1.1e-03	8.1e-04	6.1e-04	5.1e-04
	 18.6000 	 1.7080e-02	3.5e-03	3.4e-03	3.2e-03	2.9e-03	2.6e-03	2.2e-03	1.8e-03	1.6e-03	1.2e-03	9.3e-04	6.5e-04	4.8e-04	4.0e-04
	 19.2000 	 1.9240e-02	5.2e-03	5.0e-03	4.7e-03	4.2e-03	3.7e-03	3.1e-03	2.4e-03	1.9e-03	1.1e-03	5.6e-04	3.1e-04	2.2e-04	1.8e-04
	 19.8000 	 2.0860e-02	6.4e-03	6.2e-03	5.8e-03	5.2e-03	4.5e-03	3.7e-03	2.9e-03	2.1e-03	8.7e-04	2.5e-04	5.7e-05	2.5e-05	1.7e-05
	 20.4000 	 1.8824e-02	5.8e-03	5.7e-03	5.3e-03	4.8e-03	4.1e-03	3.4e-03	2.6e-03	1.9e-03	6.5e-04	1.4e-04	1.9e-05	4.6e-06	1.3e-06
	 21.0000 	 1.0537e-02	3.3e-03	3.2e-03	3.0e-03	2.7e-03	2.3e-03	1.9e-03	1.4e-03	1.1e-03	3.3e-04	5.9e-05	7.8e-06	1.8e-06	5.0e-07
	 21.6000 	 2.2404e-03	7.7e-04	7.4e-04	6.7e-04	5.8e-04	4.8e-04	4.0e-04	3.0e-04	2.2e-04	6.5e-05	1.0e-05	1.3e-06	2.9e-07	8.1e-08
	 22.2000 	 3.9709e-05	6.9e-05	6.1e-05	4.1e-05	1.8e-05	2.4e-06	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 22.8000 	 1.7673e-05	3.1e-05	2.7e-05	1.8e-05	7.9e-06	1.1e-06	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 23.4000 	 4.4244e-06	7.8e-06	6.9e-06	4.6e-06	2.0e-06	2.7e-07	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 24.0000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00

Multiplicity deuteron 0.021400
Differential_cross_section deuteron 41 	 # Secondary particule & Nbr of rows (Energies) 
# 	 Energy(MeV)	 Int.(b/MeV)	0°	10°	20°	30°	40°	50°	60°	70°	90°	110°	130°	150°	180°	(b/MeV.Sr)
	 0.0000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 0.6000 	 1.5386e-05	8.4e-07	8.4e-07	8.6e-07	9.0e-07	9.4e-07	9.8e-07	1.0e-06	1.1e-06	1.3e-06	1.4e-06	1.5e-06	1.5e-06	1.6e-06
	 1.2000 	 5.5075e-05	3.1e-06	3.1e-06	3.1e-06	3.3e-06	3.4e-06	3.6e-06	3.8e-06	4.0e-06	4.5e-06	4.8e-06	5.1e-06	5.3e-06	5.5e-06
	 1.8000 	 1.2860e-04	9.0e-06	9.0e-06	9.2e-06	9.2e-06	9.3e-06	9.3e-06	9.8e-06	1.0e-05	1.0e-05	1.0e-05	1.1e-05	1.1e-05	1.2e-05
	 2.4000 	 3.3064e-04	3.3e-05	3.3e-05	3.3e-05	3.2e-05	3.0e-05	2.9e-05	3.0e-05	2.9e-05	2.5e-05	2.4e-05	2.4e-05	2.6e-05	2.7e-05
	 3.0000 	 6.4250e-04	7.2e-05	7.2e-05	7.3e-05	6.9e-05	6.5e-05	6.1e-05	6.2e-05	5.8e-05	4.8e-05	4.3e-05	4.4e-05	4.5e-05	4.7e-05
	 3.6000 	 1.0250e-03	1.2e-04	1.2e-04	1.2e-04	1.2e-04	1.1e-04	1.0e-04	1.0e-04	9.4e-05	7.6e-05	6.7e-05	6.5e-05	6.5e-05	6.7e-05
	 4.2000 	 1.4770e-03	1.8e-04	1.8e-04	1.8e-04	1.7e-04	1.6e-04	1.5e-04	1.5e-04	1.4e-04	1.1e-04	9.5e-05	8.7e-05	8.3e-05	8.1e-05
	 4.8000 	 2.3098e-03	2.8e-04	2.8e-04	2.8e-04	2.6e-04	2.5e-04	2.3e-04	2.3e-04	2.1e-04	1.8e-04	1.4e-04	1.2e-04	1.0e-04	9.5e-05
	 5.4000 	 3.1908e-03	4.1e-04	4.1e-04	4.0e-04	3.8e-04	3.5e-04	3.3e-04	3.2e-04	2.9e-04	2.5e-04	2.0e-04	1.5e-04	1.2e-04	1.1e-04
	 6.0000 	 3.6000e-03	5.4e-04	5.3e-04	5.1e-04	4.8e-04	4.4e-04	4.0e-04	3.6e-04	3.3e-04	2.8e-04	2.2e-04	1.6e-04	1.3e-04	1.1e-04
	 6.6000 	 3.5089e-03	6.8e-04	6.7e-04	6.3e-04	5.8e-04	5.1e-04	4.4e-04	3.6e-04	3.2e-04	2.5e-04	1.9e-04	1.3e-04	1.1e-04	9.3e-05
	 7.2000 	 3.2839e-03	8.4e-04	8.1e-04	7.6e-04	6.8e-04	5.8e-04	4.7e-04	3.7e-04	3.0e-04	1.8e-04	1.1e-04	7.9e-05	6.6e-05	5.7e-05
	 7.8000 	 2.9969e-03	9.3e-04	9.0e-04	8.3e-04	7.4e-04	6.2e-04	4.9e-04	3.7e-04	2.8e-04	1.2e-04	5.7e-05	3.5e-05	3.0e-05	2.6e-05
	 8.4000 	 2.6677e-03	8.9e-04	8.6e-04	8.0e-04	7.1e-04	5.9e-04	4.7e-04	3.6e-04	2.5e-04	1.0e-04	4.5e-05	2.4e-05	1.8e-05	1.5e-05
	 9.0000 	 2.2101e-03	6.9e-04	6.7e-04	6.3e-04	5.6e-04	4.8e-04	3.9e-04	3.0e-04	2.1e-04	9.4e-05	4.0e-05	1.8e-05	9.9e-06	7.1e-06
	 9.6000 	 1.7092e-03	4.5e-04	4.5e-04	4.3e-04	3.9e-04	3.5e-04	2.8e-04	2.2e-04	1.7e-04	8.7e-05	3.7e-05	1.5e-05	5.0e-06	2.2e-06
	 10.2000 	 1.2456e-03	3.0e-04	3.0e-04	2.9e-04	2.6e-04	2.4e-04	1.9e-04	1.6e-04	1.3e-04	7.4e-05	3.0e-05	1.1e-05	2.7e-06	7.9e-07
	 10.8000 	 7.1349e-04	1.9e-04	1.8e-04	1.7e-04	1.5e-04	1.3e-04	1.1e-04	9.0e-05	7.1e-05	4.6e-05	1.8e-05	5.8e-06	1.3e-06	3.6e-07
	 11.4000 	 2.3773e-04	9.4e-05	8.9e-05	7.4e-05	5.3e-05	4.0e-05	3.2e-05	2.7e-05	2.2e-05	1.5e-05	5.7e-06	1.7e-06	3.4e-07	9.3e-08
	 12.0000 	 2.4000e-05	4.4e-05	3.9e-05	2.5e-05	1.0e-05	1.1e-06	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 12.6000 	 1.1881e-05	2.3e-05	2.0e-05	1.3e-05	5.0e-06	5.4e-07	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 13.2000 	 3.9190e-06	8.1e-06	7.1e-06	4.4e-06	1.7e-06	1.8e-07	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 13.8000 	 2.4741e-07	5.4e-07	4.7e-07	2.8e-07	1.1e-07	1.1e-08	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 14.4000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 15.0000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 15.6000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 16.2000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 16.8000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 17.4000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 18.0000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 18.6000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
