	 10.15 		 1.1e-05	1.0e-04	6.3e-05	1.1e-05	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 10.50 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 10.85 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 11.20 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 11.55 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 11.90 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 12.25 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 12.60 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 12.95 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 13.30 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 13.65 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 14.00 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00

Energy_fraction_recoils 0.093900

#################################################################################################################################################

Energy 15 			# in MeV 
Cross_section 0.518200 		# in barn

Multiplicity proton 0.999000
Differential_cross_section proton 41 	 # Secondary particule & Nbr of rows (Energies) 
# 	 Energy(MeV)	 Int.(b/MeV)	0°	10°	20°	30°	40°	50°	60°	70°	90°	110°	130°	150°	180°	(b/MeV.Sr)
	 0.00 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 0.38 		 1.4e-02	1.3e-03	1.3e-03	1.2e-03	1.1e-03	1.1e-03	1.1e-03	1.1e-03	1.2e-03	1.3e-03	1.3e-03	1.1e-03	1.1e-03	1.1e-03
	 0.75 		 2.7e-02	2.5e-03	2.5e-03	2.4e-03	2.3e-03	2.2e-03	2.2e-03	2.2e-03	2.3e-03	2.3e-03	2.2e-03	2.0e-03	1.9e-03	1.9e-03
	 1.12 		 3.8e-02	3.8e-03	3.8e-03	3.7e-03	3.6e-03	3.4e-03	3.3e-03	3.2e-03	3.2e-03	3.1e-03	2.9e-03	2.7e-03	2.5e-03	2.5e-03
	 1.50 		 4.8e-02	5.2e-03	5.2e-03	5.1e-03	5.0e-03	4.7e-03	4.4e-03	4.2e-03	4.0e-03	3.9e-03	3.4e-03	3.3e-03	3.1e-03	2.9e-03
	 1.88 		 5.6e-02	6.3e-03	6.3e-03	6.2e-03	6.1e-03	5.8e-03	5.4e-03	5.0e-03	4.7e-03	4.4e-03	3.8e-03	3.7e-03	3.4e-03	3.2e-03
	 2.25 		 6.1e-02	7.1e-03	7.1e-03	7.0e-03	6.9e-03	6.6e-03	6.3e-03	5.8e-03	5.4e-03	4.7e-03	4.0e-03	3.7e-03	3.4e-03	3.2e-03
	 2.62 		 6.5e-02	7.8e-03	7.8e-03	7.6e-03	7.4e-03	7.3e-03	7.0e-03	6.6e-03	6.0e-03	4.9e-03	4.1e-03	3.6e-03	3.4e-03	3.2e-03
	 3.00 		 6.7e-02	8.3e-03	8.2e-03	8.0e-03	7.8e-03	7.6e-03	7.4e-03	7.0e-03	6.3e-03	5.0e-03	4.2e-03	3.5e-03	3.4e-03	3.1e-03
	 3.38 		 6.6e-02	8.6e-03	8.5e-03	8.3e-03	8.1e-03	7.6e-03	7.2e-03	6.8e-03	6.3e-03	4.9e-03	4.1e-03	3.5e-03	3.2e-03	2.9e-03
	 3.75 		 6.5e-02	8.7e-03	8.7e-03	8.5e-03	8.3e-03	7.6e-03	6.9e-03	6.4e-03	6.3e-03	4.7e-03	3.9e-03	3.5e-03	2.8e-03	2.4e-03
	 4.12 		 6.2e-02	8.8e-03	8.8e-03	8.6e-03	8.3e-03	7.6e-03	6.7e-03	6.3e-03	6.3e-03	4.5e-03	3.5e-03	3.4e-03	2.3e-03	1.9e-03
	 4.50 		 5.4e-02	8.9e-03	8.8e-03	8.4e-03	7.7e-03	7.1e-03	6.6e-03	6.3e-03	6.1e-03	4.2e-03	2.6e-03	1.8e-03	1.1e-03	1.1e-03
	 4.88 		 4.6e-02	8.9e-03	8.7e-03	8.1e-03	7.1e-03	6.4e-03	6.5e-03	6.4e-03	5.8e-03	3.8e-03	1.8e-03	3.2e-04	1.3e-04	5.5e-04
	 5.25 		 4.4e-02	8.8e-03	8.6e-03	7.8e-03	6.9e-03	6.1e-03	6.0e-03	5.7e-03	4.7e-03	2.9e-03	1.9e-03	7.9e-04	1.1e-03	1.5e-03
	 5.62 		 4.3e-02	8.3e-03	8.1e-03	7.5e-03	6.8e-03	5.9e-03	4.6e-03	3.2e-03	1.9e-03	1.2e-03	2.6e-03	3.0e-03	4.5e-03	4.9e-03
	 6.00 		 4.3e-02	7.5e-03	7.4e-03	7.0e-03	6.6e-03	5.6e-03	3.7e-03	1.7e-03	2.5e-04	2.9e-04	3.7e-03	4.6e-03	6.5e-03	6.9e-03
	 6.38 		 5.2e-02	4.8e-03	4.7e-03	4.5e-03	4.4e-03	3.9e-03	3.6e-03	2.6e-03	2.1e-03	3.7e-03	5.7e-03	5.2e-03	5.4e-03	5.0e-03
	 6.75 		 6.9e-02	1.1e-03	1.1e-03	1.0e-03	1.0e-03	1.5e-03	3.5e-03	4.8e-03	5.8e-03	9.3e-03	8.1e-03	5.5e-03	3.4e-03	1.8e-03
	 7.12 		 8.0e-02	4.7e-04	4.7e-04	5.1e-04	7.4e-04	1.7e-03	4.2e-03	7.6e-03	8.7e-03	1.1e-02	8.4e-03	5.4e-03	1.9e-03	5.3e-04
	 7.50 		 8.8e-02	5.7e-03	5.7e-03	6.0e-03	8.0e-03	1.0e-02	1.2e-02	1.3e-02	1.1e-02	8.4e-03	4.4e-03	2.8e-03	7.8e-04	1.9e-04
	 7.88 		 9.4e-02	1.2e-02	1.2e-02	1.3e-02	1.5e-02	1.9e-02	1.9e-02	1.7e-02	1.3e-02	5.2e-03	3.8e-04	2.4e-04	5.8e-05	1.2e-05
	 8.25 		 8.5e-02	1.7e-02	1.7e-02	1.6e-02	1.6e-02	1.9e-02	1.7e-02	1.4e-02	1.1e-02	3.0e-03	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 8.62 		 5.4e-02	2.0e-02	2.0e-02	1.9e-02	1.6e-02	1.4e-02	8.6e-03	5.4e-03	4.1e-03	9.3e-04	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 9.00 		 2.9e-02	2.2e-02	2.2e-02	2.0e-02	1.6e-02	9.1e-03	2.6e-03	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 9.38 		 1.8e-02	1.9e-02	1.9e-02	1.7e-02	1.4e-02	6.0e-03	1.5e-03	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 9.75 		 8.7e-03	1.1e-02	1.1e-02	1.0e-02	8.0e-03	3.1e-03	6.7e-04	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 10.12 		 2.4e-03	3.4e-03	3.4e-03	3.1e-03	2.5e-03	8.6e-04	1.7e-04	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 10.50 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 10.88 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 11.25 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 11.62 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 12.00 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 12.38 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 12.75 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 13.12 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 13.50 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 13.88 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 14.25 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 14.62 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 15.00 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00

Multiplicity deuteron 0.000036
Differential_cross_section deuteron 41 	 # Secondary particule & Nbr of rows (Energies) 
# 	 Energy(MeV)	 Int.(b/MeV)	0°	10°	20°	30°	40°	50°	60°	70°	90°	110°	130°	150°	180°	(b/MeV.Sr)
	 0.00 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 0.38 		 8.4e-06	1.4e-06	1.4e-06	1.3e-06	1.3e-06	1.1e-06	9.8e-07	9.1e-07	7.7e-07	6.0e-07	4.8e-07	3.8e-07	3.2e-07	2.9e-07
	 0.75 		 1.2e-05	2.0e-06	2.0e-06	1.9e-06	1.8e-06	1.6e-06	1.4e-06	1.3e-06	1.1e-06	8.6e-07	6.8e-07	5.4e-07	4.6e-07	4.1e-07
	 1.12 		 9.5e-06	1.7e-06	1.7e-06	1.6e-06	1.4e-06	1.3e-06	1.1e-06	1.0e-06	8.6e-07	6.7e-07	5.3e-07	4.2e-07	3.6e-07	3.2e-07
	 1.50 		 4.4e-06	1.1e-06	1.0e-06	8.5e-07	6.8e-07	5.6e-07	4.9e-07	4.6e-07	3.9e-07	3.0e-07	2.4e-07	1.9e-07	1.6e-07	1.4e-07
	 1.88 		 5.5e-07	5.3e-07	4.6e-07	2.8e-07	1.1e-07	4.5e-08	3.9e-08	3.6e-08	3.1e-08	2.4e-08	1.9e-08	1.5e-08	1.3e-08	1.1e-08
	 2.25 		 1.3e-07	3.2e-07	2.7e-07	1.5e-07	3.5e-08	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 2.62 		 6.4e-08	1.7e-07	1.4e-07	7.6e-08	1.7e-08	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 3.00 		 2.1e-08	6.0e-08	4.9e-08	2.6e-08	5.5e-09	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 3.38 		 1.3e-09	4.0e-09	3.2e-09	1.6e-09	3.4e-10	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 3.75 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 4.12 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 4.50 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 4.88 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 5.25 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 5.62 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 6.00 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 6.38 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 6.75 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 7.12 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 7.50 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 7.88 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 8.25 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 8.62 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 9.00 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 9.38 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 9.75 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 10.12 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 10.50 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 10.88 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 11.25 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 11.62 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 12.00 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 12.38 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 12.75 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 13.12 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 13.50 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 13.88 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 14.25 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 14.62 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 15.00 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00

Multiplicity alpha 0.393900
Differential_cross_section alpha 41 	 # Secondary particule & Nbr of rows (Energies) 
# 	 Energy(MeV)	 Int.(b/MeV)	0°	10°	20°	30°	40°	50°	60°	70°	90°	110°	130°	150°	180°	(b/MeV.Sr)
	 0.00 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 0.38 		 5.9e-03	1.1e-05	1.6e-05	3.4e-05	1.3e-04	2.5e-04	2.6e-04	1.4e-04	1.0e-04	1.1e-04	7.2e-04	1.2e-03	1.3e-03	1.4e-03
	 0.75 		 1.3e-02	4.0e-05	5.5e-05	1.1e-04	2.4e-04	3.7e-04	4.4e-04	4.0e-04	3.5e-04	3.8e-04	1.5e-03	2.2e-03	2.3e-03	2.4e-03
	 1.12 		 2.2e-02	1.6e-04	1.7e-04	2.2e-04	3.2e-04	3.5e-04	5.1e-04	7.9e-04	1.2e-03	1.7e-03	2.5e-03	3.0e-03	3.1e-03	3.2e-03
	 1.50 		 3.3e-02	4.3e-04	4.2e-04	4.0e-04	3.9e-04	3.1e-04	5.5e-04	1.4e-03	2.5e-03	4.0e-03	3.7e-03	3.6e-03	3.7e-03	3.8e-03
	 1.88 		 4.3e-02	8.1e-04	7.7e-04	6.7e-04	4.9e-04	2.8e-04	6.1e-04	2.1e-03	3.7e-03	5.7e-03	4.4e-03	4.0e-03	4.1e-03	4.2e-03
	 2.25 		 4.9e-02	1.4e-03	1.4e-03	1.5e-03	1.5e-03	1.3e-03	1.8e-03	3.3e-03	4.4e-03	5.6e-03	4.5e-03	3.9e-03	3.9e-03	3.8e-03
	 2.62 		 5.5e-02	2.5e-03	2.8e-03	3.5e-03	4.3e-03	4.9e-03	5.6e-03	5.1e-03	4.8e-03	5.0e-03	4.5e-03	3.5e-03	2.9e-03	2.4e-03
	 3.00 		 5.8e-02	3.8e-03	4.2e-03	5.1e-03	6.0e-03	7.1e-03	7.9e-03	6.1e-03	5.1e-03	4.3e-03	4.5e-03	2.9e-03	1.9e-03	1.2e-03
	 3.38 		 5.4e-02	5.8e-03	5.9e-03	5.9e-03	6.1e-03	6.7e-03	7.1e-03	6.0e-03	5.4e-03	3.9e-03	3.5e-03	1.9e-03	1.0e-03	5.9e-04
	 3.75 		 4.5e-02	7.8e-03	7.5e-03	6.5e-03	6.1e-03	6.1e-03	5.7e-03	5.6e-03	5.6e-03	3.4e-03	1.8e-03	7.7e-04	2.5e-04	1.4e-04
	 4.12 		 3.8e-02	8.3e-03	7.9e-03	6.7e-03	6.2e-03	5.9e-03	5.3e-03	5.3e-03	5.5e-03	2.9e-03	8.1e-04	4.4e-04	7.0e-05	5.5e-05
	 4.50 		 3.3e-02	7.6e-03	7.4e-03	6.8e-03	6.5e-03	6.2e-03	5.3e-03	4.7e-03	4.1e-03	1.8e-03	3.1e-04	4.3e-04	2.6e-04	2.3e-04
	 4.88 		 2.8e-02	6.7e-03	6.8e-03	6.8e-03	6.7e-03	6.4e-03	5.3e-03	4.1e-03	2.4e-03	8.8e-04	2.2e-05	4.2e-04	4.4e-04	4.0e-04
	 5.25 		 2.2e-02	6.5e-03	6.5e-03	6.7e-03	6.4e-03	5.9e-03	4.8e-03	3.1e-03	1.4e-03	4.6e-04	7.3e-05	3.5e-04	3.9e-04	3.5e-04
	 5.62 		 1.6e-02	6.4e-03	6.4e-03	6.1e-03	5.3e-03	3.9e-03	2.9e-03	1.9e-03	7.2e-04	1.8e-04	3.2e-04	1.7e-04	1.5e-04	1.3e-04
	 6.00 		 1.1e-02	6.3e-03	6.1e-03	5.4e-03	4.1e-03	2.2e-03	1.4e-03	9.3e-04	3.7e-04	7.0e-05	4.7e-04	5.0e-05	0.0e+00	0.0e+00
	 6.38 		 7.3e-03	5.0e-03	4.7e-03	4.0e-03	2.9e-03	1.4e-03	6.7e-04	4.3e-04	3.0e-04	1.8e-04	3.2e-04	2.1e-05	0.0e+00	0.0e+00
	 6.75 		 4.5e-03	2.7e-03	2.6e-03	2.2e-03	1.7e-03	8.5e-04	1.4e-04	7.9e-05	2.6e-04	3.7e-04	7.3e-05	3.7e-06	0.0e+00	0.0e+00
	 7.12 		 2.9e-03	1.4e-03	1.3e-03	1.1e-03	9.0e-04	4.9e-04	4.3e-05	2.6e-05	2.5e-04	4.1e-04	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 7.50 		 2.0e-03	5.6e-04	5.1e-04	4.4e-04	3.5e-04	2.1e-04	2.6e-04	3.1e-04	2.8e-04	2.2e-04	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 7.88 		 1.4e-03	6.9e-05	4.1e-05	3.2e-05	2.5e-05	5.0e-05	4.8e-04	5.8e-04	3.1e-04	1.8e-05	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 8.25 		 1.4e-03	1.0e-04	9.1e-05	1.2e-04	1.3e-04	1.4e-04	4.6e-04	5.1e-04	2.6e-04	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 8.62 		 1.5e-03	3.4e-04	3.8e-04	5.3e-04	5.5e-04	4.9e-04	3.1e-04	1.9e-04	9.8e-05	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 9.00 		 1.5e-03	4.8e-04	5.6e-04	7.8e-04	8.1e-04	7.0e-04	1.7e-04	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 9.38 		 1.1e-03	4.8e-04	5.1e-04	5.7e-04	5.5e-04	4.8e-04	8.3e-05	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 9.75 		 3.5e-04	4.6e-04	4.1e-04	2.1e-04	1.3e-04	1.1e-04	1.6e-05	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 10.12 		 9.2e-05	4.4e-04	3.2e-04	7.4e-05	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 10.50 		 4.9e-05	3.2e-04	2.1e-04	4.0e-05	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 10.88 		 1.9e-05	1.6e-04	9.8e-05	1.6e-05	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 11.25 		 3.0e-06	3.2e-05	1.8e-05	2.5e-06	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 11.62 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 12.00 		 0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
