Energy 3 			# in MeV 
Cross_section 0.017510 		# in barn

Multiplicity proton 1.000000
Differential_cross_section proton 41 	 # Secondary particule & Nbr of rows (Energies) 
# 	 Energy(MeV)	 Int.(b/MeV)	0°	10°	20°	30°	40°	50°	60°	70°	90°	110°	130°	150°	180°	(b/MeV.Sr)
	 13.7500 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 14.3000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 14.8500 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 15.4000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 15.9500 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 16.5000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 17.0500 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 17.6000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 18.1500 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 18.7000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 19.2500 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 19.8000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 20.3500 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 20.9000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 21.4500 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 22.0000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00

Multiplicity alpha 0.165400
Differential_cross_section alpha 41 	 # Secondary particule & Nbr of rows (Energies) 
# 	 Energy(MeV)	 Int.(b/MeV)	0°	10°	20°	30°	40°	50°	60°	70°	90°	110°	130°	150°	180°	(b/MeV.Sr)
	 0.0000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 0.5500 	 2.6374e-03	6.6e-05	6.6e-05	7.5e-05	8.4e-05	9.8e-05	1.2e-04	1.4e-04	1.5e-04	1.9e-04	2.5e-04	3.1e-04	3.7e-04	4.1e-04
	 1.1000 	 5.5737e-03	1.9e-04	1.9e-04	2.0e-04	2.3e-04	2.5e-04	2.8e-04	3.2e-04	3.5e-04	4.2e-04	5.1e-04	6.2e-04	7.2e-04	7.7e-04
	 1.6500 	 8.8854e-03	3.5e-04	3.5e-04	3.7e-04	4.0e-04	4.4e-04	4.8e-04	5.4e-04	5.8e-04	6.8e-04	8.1e-04	9.3e-04	1.0e-03	1.1e-03
	 2.2000 	 1.3546e-02	6.0e-04	6.0e-04	6.2e-04	6.8e-04	7.2e-04	7.7e-04	8.7e-04	9.7e-04	1.1e-03	1.2e-03	1.3e-03	1.4e-03	1.4e-03
	 2.7500 	 1.8831e-02	9.3e-04	9.3e-04	9.5e-04	1.0e-03	1.1e-03	1.1e-03	1.3e-03	1.4e-03	1.6e-03	1.6e-03	1.7e-03	1.7e-03	1.7e-03
	 3.3000 	 2.3387e-02	1.3e-03	1.3e-03	1.3e-03	1.4e-03	1.5e-03	1.5e-03	1.7e-03	1.9e-03	2.0e-03	2.0e-03	2.0e-03	2.0e-03	1.9e-03
	 3.8500 	 2.5863e-02	1.7e-03	1.7e-03	1.7e-03	1.8e-03	1.8e-03	1.8e-03	1.9e-03	2.1e-03	2.2e-03	2.2e-03	2.2e-03	2.1e-03	2.0e-03
	 4.4000 	 2.5715e-02	2.1e-03	2.1e-03	2.1e-03	2.2e-03	2.1e-03	2.1e-03	2.1e-03	2.1e-03	2.2e-03	2.1e-03	2.1e-03	2.0e-03	1.9e-03
	 4.9500 	 2.4559e-02	2.7e-03	2.7e-03	2.6e-03	2.6e-03	2.5e-03	2.4e-03	2.3e-03	2.1e-03	2.0e-03	1.8e-03	1.6e-03	1.5e-03	1.4e-03
	 5.5000 	 2.2815e-02	3.1e-03	3.1e-03	3.0e-03	3.0e-03	2.8e-03	2.6e-03	2.4e-03	2.1e-03	1.7e-03	1.3e-03	1.1e-03	9.1e-04	8.0e-04
	 6.0500 	 2.0804e-02	3.3e-03	3.3e-03	3.2e-03	3.1e-03	2.9e-03	2.7e-03	2.4e-03	2.1e-03	1.5e-03	9.8e-04	7.1e-04	5.5e-04	4.6e-04
	 6.6000 	 1.7387e-02	3.1e-03	3.1e-03	3.0e-03	2.9e-03	2.7e-03	2.4e-03	2.1e-03	1.8e-03	1.1e-03	7.0e-04	4.9e-04	3.7e-04	3.1e-04
	 7.1500 	 1.2783e-02	2.8e-03	2.7e-03	2.6e-03	2.4e-03	2.2e-03	1.9e-03	1.6e-03	1.3e-03	7.5e-04	4.5e-04	3.0e-04	2.3e-04	1.9e-04
	 7.7000 	 8.6125e-03	2.3e-03	2.2e-03	2.1e-03	1.8e-03	1.6e-03	1.3e-03	1.0e-03	7.9e-04	4.3e-04	2.6e-04	1.7e-04	1.3e-04	1.2e-04
	 8.2500 	 6.1969e-03	1.9e-03	1.8e-03	1.7e-03	1.4e-03	1.2e-03	9.7e-04	7.2e-04	5.4e-04	2.8e-04	1.7e-04	1.1e-04	8.5e-05	7.7e-05
	 8.8000 	 4.4423e-03	1.5e-03	1.4e-03	1.3e-03	1.1e-03	9.0e-04	7.0e-04	5.1e-04	3.7e-04	2.0e-04	1.2e-04	7.8e-05	5.9e-05	5.2e-05
	 9.3500 	 3.0610e-03	9.9e-04	9.5e-04	8.7e-04	7.3e-04	6.0e-04	4.7e-04	3.4e-04	2.5e-04	1.4e-04	8.5e-05	5.4e-05	4.0e-05	3.5e-05
	 9.9000 	 2.1189e-03	6.7e-04	6.4e-04	5.8e-04	5.0e-04	4.0e-04	3.2e-04	2.3e-04	1.7e-04	9.5e-05	5.9e-05	3.8e-05	2.7e-05	2.3e-05
	 10.4500 	 1.5487e-03	5.1e-04	4.9e-04	4.4e-04	3.8e-04	3.0e-04	2.4e-04	1.7e-04	1.2e-04	6.6e-05	3.8e-05	2.4e-05	1.7e-05	1.4e-05
	 11.0000 	 1.1121e-03	3.9e-04	3.7e-04	3.4e-04	2.9e-04	2.3e-04	1.8e-04	1.3e-04	8.9e-05	4.3e-05	2.1e-05	1.1e-05	7.8e-06	6.5e-06
	 11.5500 	 7.8614e-04	3.0e-04	2.9e-04	2.6e-04	2.2e-04	1.8e-04	1.3e-04	9.3e-05	6.3e-05	2.6e-05	8.1e-06	2.5e-06	1.8e-06	1.4e-06
	 12.1000 	 5.5301e-04	2.3e-04	2.2e-04	2.0e-04	1.7e-04	1.3e-04	9.4e-05	6.6e-05	4.4e-05	1.6e-05	3.2e-06	0.0e+00	0.0e+00	0.0e+00
	 12.6500 	 3.6388e-04	1.7e-04	1.6e-04	1.4e-04	1.2e-04	9.1e-05	6.1e-05	4.1e-05	2.6e-05	8.7e-06	1.7e-06	0.0e+00	0.0e+00	0.0e+00
	 13.2000 	 2.1041e-04	1.2e-04	1.1e-04	9.9e-05	7.9e-05	5.6e-05	3.3e-05	1.9e-05	1.0e-05	3.3e-06	6.0e-07	0.0e+00	0.0e+00	0.0e+00
	 13.7500 	 1.0824e-04	8.0e-05	7.6e-05	6.4e-05	4.8e-05	3.1e-05	1.5e-05	5.1e-06	1.1e-06	3.5e-07	6.1e-08	0.0e+00	0.0e+00	0.0e+00
	 14.3000 	 6.2498e-05	5.2e-05	4.9e-05	4.1e-05	3.0e-05	1.8e-05	8.2e-06	2.1e-06	3.9e-10	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 14.8500 	 3.0723e-05	2.7e-05	2.6e-05	2.1e-05	1.5e-05	9.1e-06	4.0e-06	9.9e-07	1.8e-10	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 15.4000 	 8.9412e-06	8.4e-06	7.8e-06	6.5e-06	4.6e-06	2.7e-06	1.1e-06	2.8e-07	4.9e-11	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 15.9500 	 6.6105e-08	6.5e-08	6.0e-08	4.9e-08	3.5e-08	2.0e-08	8.3e-09	2.0e-09	3.4e-13	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 16.5000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 17.0500 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 17.6000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 18.1500 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 18.7000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 19.2500 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 19.8000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 20.3500 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 20.9000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 21.4500 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 22.0000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00

Energy_fraction_recoils 0.044700

#################################################################################################################################################

Energy 24 			# in MeV 
Cross_section 0.805300 		# in barn

Multiplicity proton 1.347000
Differential_cross_section proton 41 	 # Secondary particule & Nbr of rows (Energies) 
# 	 Energy(MeV)	 Int.(b/MeV)	0°	10°	20°	30°	40°	50°	60°	70°	90°	110°	130°	150°	180°	(b/MeV.Sr)
	 0.0000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 0.6000 	 3.0256e-02	2.0e-03	2.0e-03	2.1e-03	2.1e-03	2.1e-03	2.2e-03	2.3e-03	2.3e-03	2.5e-03	2.6e-03	2.7e-03	2.8e-03	2.9e-03
	 1.2000 	 5.5925e-02	4.0e-03	4.0e-03	4.1e-03	4.2e-03	4.2e-03	4.2e-03	4.3e-03	4.4e-03	4.5e-03	4.7e-03	4.8e-03	5.0e-03	5.0e-03
	 1.8000 	 7.5075e-02	6.1e-03	6.1e-03	6.0e-03	6.1e-03	6.1e-03	6.0e-03	6.1e-03	6.0e-03	6.0e-03	5.9e-03	5.8e-03	5.8e-03	5.8e-03
	 2.4000 	 9.2951e-02	8.6e-03	8.6e-03	8.2e-03	8.3e-03	8.3e-03	7.9e-03	8.0e-03	7.6e-03	7.2e-03	6.8e-03	6.5e-03	6.3e-03	6.2e-03
	 3.0000 	 1.0815e-01	1.1e-02	1.1e-02	1.0e-02	1.0e-02	1.0e-02	9.6e-03	9.6e-03	8.9e-03	8.3e-03	7.6e-03	7.0e-03	6.7e-03	6.5e-03
	 3.6000 	 1.1790e-01	1.3e-02	1.3e-02	1.2e-02	1.2e-02	1.2e-02	1.1e-02	1.1e-02	9.8e-03	9.0e-03	8.0e-03	7.3e-03	6.9e-03	6.7e-03
	 4.2000 	 1.1921e-01	1.3e-02	1.3e-02	1.2e-02	1.2e-02	1.2e-02	1.1e-02	1.1e-02	1.0e-02	9.0e-03	8.0e-03	7.3e-03	6.8e-03	6.6e-03
	 4.8000 	 1.0952e-01	1.3e-02	1.3e-02	1.2e-02	1.1e-02	1.1e-02	1.0e-02	1.0e-02	9.3e-03	8.3e-03	7.3e-03	6.6e-03	6.1e-03	5.8e-03
	 5.4000 	 9.4641e-02	1.2e-02	1.2e-02	1.1e-02	1.1e-02	1.0e-02	9.7e-03	9.2e-03	8.4e-03	7.2e-03	6.1e-03	5.4e-03	4.9e-03	4.6e-03
	 6.0000 	 8.2000e-02	1.1e-02	1.1e-02	1.1e-02	1.0e-02	9.6e-03	8.9e-03	8.2e-03	7.5e-03	6.2e-03	5.1e-03	4.4e-03	3.9e-03	3.6e-03
	 6.6000 	 7.3348e-02	1.0e-02	1.0e-02	1.0e-02	9.3e-03	8.8e-03	8.2e-03	7.5e-03	6.8e-03	5.5e-03	4.4e-03	3.8e-03	3.3e-03	3.0e-03
	 7.2000 	 6.5605e-02	9.5e-03	9.4e-03	9.3e-03	8.6e-03	8.1e-03	7.4e-03	6.8e-03	6.1e-03	4.8e-03	3.8e-03	3.2e-03	2.7e-03	2.5e-03
	 7.8000 	 5.8947e-02	8.8e-03	8.7e-03	8.4e-03	8.0e-03	7.4e-03	6.8e-03	6.2e-03	5.5e-03	4.3e-03	3.3e-03	2.7e-03	2.3e-03	2.1e-03
	 8.4000 	 5.3400e-02	8.2e-03	8.1e-03	7.8e-03	7.4e-03	6.8e-03	6.3e-03	5.7e-03	5.0e-03	3.8e-03	3.0e-03	2.4e-03	2.0e-03	1.8e-03
	 9.0000 	 4.8563e-02	7.7e-03	7.6e-03	7.4e-03	6.9e-03	6.4e-03	5.8e-03	5.2e-03	4.6e-03	3.5e-03	2.6e-03	2.1e-03	1.7e-03	1.6e-03
	 9.6000 	 4.4400e-02	7.3e-03	7.2e-03	7.0e-03	6.5e-03	6.0e-03	5.4e-03	4.8e-03	4.2e-03	3.2e-03	2.4e-03	1.8e-03	1.5e-03	1.4e-03
	 10.2000 	 4.0887e-02	6.9e-03	6.8e-03	6.6e-03	6.1e-03	5.6e-03	5.1e-03	4.5e-03	3.9e-03	2.9e-03	2.1e-03	1.6e-03	1.3e-03	1.3e-03
	 10.8000 	 3.7744e-02	6.6e-03	6.5e-03	6.2e-03	5.8e-03	5.3e-03	4.8e-03	4.2e-03	3.6e-03	2.6e-03	1.9e-03	1.4e-03	1.2e-03	1.1e-03
	 11.4000 	 3.5049e-02	6.3e-03	6.2e-03	5.9e-03	5.5e-03	5.0e-03	4.5e-03	3.9e-03	3.3e-03	2.4e-03	1.7e-03	1.3e-03	1.1e-03	1.0e-03
	 12.0000 	 3.3000e-02	6.0e-03	5.9e-03	5.6e-03	5.2e-03	4.7e-03	4.2e-03	3.7e-03	3.1e-03	2.2e-03	1.6e-03	1.2e-03	1.0e-03	9.7e-04
	 12.6000 	 3.1538e-02	5.7e-03	5.6e-03	5.3e-03	4.9e-03	4.4e-03	3.9e-03	3.5e-03	2.9e-03	2.1e-03	1.6e-03	1.2e-03	1.0e-03	9.8e-04
	 13.2000 	 3.0370e-02	5.4e-03	5.3e-03	4.9e-03	4.6e-03	4.2e-03	3.7e-03	3.2e-03	2.8e-03	2.1e-03	1.5e-03	1.3e-03	1.1e-03	9.9e-04
	 13.8000 	 2.9340e-02	5.1e-03	5.0e-03	4.7e-03	4.4e-03	4.0e-03	3.5e-03	3.1e-03	2.7e-03	2.0e-03	1.5e-03	1.3e-03	1.1e-03	1.0e-03
	 14.4000 	 2.8397e-02	5.1e-03	5.0e-03	4.7e-03	4.4e-03	4.0e-03	3.5e-03	3.1e-03	2.7e-03	2.0e-03	1.5e-03	1.3e-03	1.0e-03	9.4e-04
	 15.0000 	 2.7648e-02	5.0e-03	4.9e-03	4.7e-03	4.4e-03	4.1e-03	3.7e-03	3.2e-03	2.7e-03	1.9e-03	1.3e-03	1.1e-03	8.2e-04	6.9e-04
	 15.6000 	 2.6793e-02	5.0e-03	4.9e-03	4.8e-03	4.5e-03	4.2e-03	3.8e-03	3.4e-03	2.8e-03	1.8e-03	1.2e-03	8.0e-04	5.5e-04	4.2e-04
	 16.2000 	 2.5398e-02	5.0e-03	4.9e-03	4.8e-03	4.5e-03	4.2e-03	3.8e-03	3.4e-03	2.8e-03	1.6e-03	1.0e-03	6.0e-04	3.7e-04	2.8e-04
	 16.8000 	 2.2364e-02	5.0e-03	4.9e-03	4.7e-03	4.4e-03	4.0e-03	3.5e-03	3.0e-03	2.3e-03	1.3e-03	7.4e-04	3.7e-04	2.3e-04	2.1e-04
	 17.4000 	 1.8709e-02	5.0e-03	4.9e-03	4.6e-03	4.2e-03	3.7e-03	3.1e-03	2.4e-03	1.7e-03	8.6e-04	4.4e-04	1.7e-04	1.2e-04	1.5e-04
	 18.0000 	 1.6000e-02	5.0e-03	4.9e-03	4.5e-03	4.0e-03	3.3e-03	2.6e-03	1.9e-03	1.3e-03	6.7e-04	3.0e-04	8.9e-05	7.6e-05	1.3e-04
	 18.6000 	 1.4296e-02	4.3e-03	4.2e-03	3.7e-03	3.2e-03	2.5e-03	1.9e-03	1.3e-03	1.1e-03	8.7e-04	4.9e-04	2.4e-04	1.7e-04	1.8e-04
	 19.2000 	 1.2859e-02	2.9e-03	2.8e-03	2.4e-03	2.0e-03	1.4e-03	9.5e-04	7.4e-04	9.5e-04	1.3e-03	8.8e-04	5.4e-04	3.6e-04	2.7e-04
	 19.8000 	 1.2061e-02	1.8e-03	1.7e-03	1.5e-03	1.1e-03	6.7e-04	3.4e-04	3.6e-04	8.7e-04	1.6e-03	1.2e-03	7.6e-04	5.0e-04	3.3e-04
	 20.4000 	 1.3768e-02	2.6e-03	2.5e-03	2.2e-03	1.8e-03	1.3e-03	8.6e-04	7.5e-04	1.1e-03	1.5e-03	1.1e-03	7.0e-04	4.6e-04	3.0e-04
	 21.0000 	 2.0500e-02	5.8e-03	5.8e-03	5.4e-03	4.7e-03	3.9e-03	3.0e-03	2.4e-03	1.8e-03	1.1e-03	6.0e-04	3.9e-04	2.6e-04	1.7e-04
	 21.6000 	 2.7232e-02	9.1e-03	9.1e-03	8.7e-03	7.6e-03	6.4e-03	5.2e-03	4.0e-03	2.5e-03	6.6e-04	1.2e-04	8.1e-05	5.3e-05	3.5e-05
	 22.2000 	 2.8188e-02	9.7e-03	9.7e-03	9.2e-03	8.2e-03	6.9e-03	5.6e-03	4.3e-03	2.6e-03	3.9e-04	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 22.8000 	 1.8796e-02	6.5e-03	6.5e-03	6.2e-03	5.4e-03	4.6e-03	3.8e-03	2.9e-03	1.7e-03	2.0e-04	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 23.4000 	 6.2728e-03	2.2e-03	2.2e-03	2.1e-03	1.8e-03	1.5e-03	1.3e-03	9.5e-04	5.8e-04	5.8e-05	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 24.0000 	 8.2000e-06	7.4e-05	3.5e-05	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00

Multiplicity deuteron 0.025590
Differential_cross_section deuteron 41 	 # Secondary particule & Nbr of rows (Energies) 
# 	 Energy(MeV)	 Int.(b/MeV)	0°	10°	20°	30°	40°	50°	60°	70°	90°	110°	130°	150°	180°	(b/MeV.Sr)
	 0.0000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 0.6000 	 1.4999e-04	6.9e-06	7.1e-06	7.4e-06	7.6e-06	8.1e-06	8.7e-06	9.8e-06	1.2e-05	1.5e-05	1.6e-05	1.6e-05	1.6e-05	1.7e-05
	 1.2000 	 4.0717e-04	2.5e-05	2.5e-05	2.6e-05	2.7e-05	2.8e-05	3.0e-05	3.2e-05	3.4e-05	3.6e-05	3.5e-05	3.3e-05	3.3e-05	3.3e-05
	 1.8000 	 7.6361e-04	5.7e-05	5.8e-05	5.9e-05	6.0e-05	6.2e-05	6.3e-05	6.5e-05	6.4e-05	6.3e-05	6.0e-05	5.4e-05	5.2e-05	4.9e-05
	 2.4000 	 1.3768e-03	1.5e-04	1.4e-04	1.4e-04	1.4e-04	1.4e-04	1.3e-04	1.3e-04	1.2e-04	1.1e-04	9.6e-05	8.4e-05	7.6e-05	6.8e-05
	 3.0000 	 2.1107e-03	2.7e-04	2.7e-04	2.7e-04	2.6e-04	2.5e-04	2.3e-04	2.1e-04	1.8e-04	1.5e-04	1.4e-04	1.1e-04	1.0e-04	8.5e-05
	 3.6000 	 2.7804e-03	4.1e-04	4.0e-04	4.0e-04	3.8e-04	3.6e-04	3.2e-04	2.8e-04	2.4e-04	1.9e-04	1.6e-04	1.4e-04	1.2e-04	9.7e-05
	 4.2000 	 3.2248e-03	5.5e-04	5.3e-04	5.2e-04	4.9e-04	4.5e-04	3.9e-04	3.4e-04	2.8e-04	2.1e-04	1.7e-04	1.4e-04	1.2e-04	9.9e-05
	 4.8000 	 3.5939e-03	7.2e-04	7.0e-04	6.7e-04	6.2e-04	5.5e-04	4.6e-04	3.8e-04	3.1e-04	2.3e-04	1.7e-04	1.3e-04	1.1e-04	8.9e-05
	 5.4000 	 3.8831e-03	8.8e-04	8.6e-04	8.2e-04	7.4e-04	6.4e-04	5.2e-04	4.2e-04	3.4e-04	2.4e-04	1.6e-04	1.1e-04	8.7e-05	7.3e-05
	 6.0000 	 4.0000e-03	9.5e-04	9.3e-04	8.8e-04	7.9e-04	6.8e-04	5.5e-04	4.4e-04	3.5e-04	2.4e-04	1.5e-04	9.5e-05	6.7e-05	5.6e-05
	 6.6000 	 3.7745e-03	9.3e-04	9.1e-04	8.6e-04	7.7e-04	6.6e-04	5.3e-04	4.3e-04	3.4e-04	2.2e-04	1.2e-04	6.6e-05	4.4e-05	3.7e-05
	 7.2000 	 3.2376e-03	8.8e-04	8.5e-04	8.0e-04	7.1e-04	6.1e-04	4.9e-04	4.0e-04	3.0e-04	1.6e-04	6.6e-05	3.0e-05	1.8e-05	1.5e-05
	 7.8000 	 2.5992e-03	8.1e-04	7.8e-04	7.3e-04	6.4e-04	5.4e-04	4.4e-04	3.6e-04	2.6e-04	1.1e-04	2.4e-05	4.7e-06	1.4e-06	1.1e-06
	 8.4000 	 1.9138e-03	6.7e-04	6.5e-04	6.0e-04	5.1e-04	4.3e-04	3.5e-04	2.8e-04	2.0e-04	7.0e-05	1.2e-05	1.5e-06	4.4e-09	0.0e+00
	 9.0000 	 9.9458e-04	4.0e-04	3.8e-04	3.4e-04	2.9e-04	2.3e-04	1.9e-04	1.5e-04	1.0e-04	3.3e-05	5.0e-06	5.9e-07	1.7e-09	0.0e+00
	 9.6000 	 2.3910e-04	1.5e-04	1.4e-04	1.1e-04	7.9e-05	5.2e-05	3.7e-05	3.0e-05	2.0e-05	6.1e-06	8.6e-07	9.6e-08	2.7e-10	0.0e+00
	 10.2000 	 3.5771e-05	5.4e-05	4.9e-05	3.4e-05	1.7e-05	4.9e-06	3.3e-08	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 10.8000 	 1.6072e-05	2.5e-05	2.3e-05	1.5e-05	7.8e-06	2.2e-06	1.5e-08	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 11.4000 	 4.0616e-06	6.6e-06	5.9e-06	4.0e-06	2.0e-06	5.5e-07	3.7e-09	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 12.0000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 12.6000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 13.2000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 13.8000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 14.4000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
