Energy 3 			# in MeV 
Cross_section 0.011190 		# in barn

Multiplicity proton 0.983000
Differential_cross_section proton 41 	 # Secondary particule & Nbr of rows (Energies) 
# 	 Energy(MeV)	 Int.(b/MeV)	0°	10°	20°	30°	40°	50°	60°	70°	90°	110°	130°	150°	180°	(b/MeV.Sr)
	 4.8000 	 1.2000e-01	1.3e-02	1.3e-02	1.3e-02	1.2e-02	1.2e-02	1.1e-02	1.1e-02	1.0e-02	9.3e-03	8.8e-03	8.4e-03	8.2e-03	8.0e-03
	 5.0000 	 1.2000e-01	1.3e-02	1.3e-02	1.3e-02	1.2e-02	1.2e-02	1.1e-02	1.1e-02	1.0e-02	9.2e-03	8.3e-03	7.7e-03	7.3e-03	7.1e-03
	 5.2000 	 1.0981e-01	1.2e-02	1.2e-02	1.2e-02	1.1e-02	1.1e-02	1.0e-02	1.0e-02	9.1e-03	8.3e-03	7.2e-03	6.7e-03	6.2e-03	6.1e-03
	 5.4000 	 8.5504e-02	9.4e-03	9.4e-03	9.3e-03	8.6e-03	8.6e-03	7.8e-03	7.8e-03	7.0e-03	6.3e-03	5.4e-03	5.1e-03	4.9e-03	5.0e-03
	 5.6000 	 5.6496e-02	6.3e-03	6.3e-03	6.3e-03	5.8e-03	5.6e-03	5.2e-03	5.0e-03	4.5e-03	4.0e-03	3.4e-03	3.5e-03	3.7e-03	3.9e-03
	 5.8000 	 3.2192e-02	3.8e-03	3.8e-03	3.7e-03	3.4e-03	3.2e-03	2.9e-03	2.8e-03	2.4e-03	2.0e-03	1.9e-03	2.2e-03	2.7e-03	3.0e-03
	 6.0000 	 2.2000e-02	2.7e-03	2.7e-03	2.6e-03	2.4e-03	2.2e-03	2.0e-03	1.8e-03	1.5e-03	1.2e-03	1.2e-03	1.7e-03	2.3e-03	2.7e-03
	 6.2000 	 3.5312e-02	4.5e-03	4.5e-03	4.3e-03	4.0e-03	3.7e-03	3.5e-03	3.2e-03	2.8e-03	2.3e-03	2.1e-03	2.4e-03	2.8e-03	3.1e-03
	 6.4000 	 6.7056e-02	8.8e-03	8.8e-03	8.4e-03	7.9e-03	7.4e-03	6.9e-03	6.4e-03	5.9e-03	5.0e-03	4.3e-03	4.0e-03	4.0e-03	3.9e-03
	 6.6000 	 1.0494e-01	1.4e-02	1.4e-02	1.3e-02	1.3e-02	1.2e-02	1.1e-02	1.0e-02	9.6e-03	8.2e-03	6.9e-03	5.9e-03	5.3e-03	5.0e-03
	 6.8000 	 1.3669e-01	1.8e-02	1.8e-02	1.7e-02	1.6e-02	1.5e-02	1.5e-02	1.4e-02	1.3e-02	1.1e-02	9.1e-03	7.5e-03	6.5e-03	5.8e-03
	 7.0000 	 1.5000e-01	2.0e-02	2.0e-02	1.9e-02	1.8e-02	1.7e-02	1.6e-02	1.5e-02	1.4e-02	1.2e-02	1.0e-02	8.2e-03	7.0e-03	6.2e-03
	 7.2000 	 1.3440e-01	1.8e-02	1.8e-02	1.7e-02	1.6e-02	1.5e-02	1.4e-02	1.3e-02	1.3e-02	1.1e-02	9.0e-03	7.3e-03	6.3e-03	5.6e-03
	 7.4000 	 9.7201e-02	1.3e-02	1.3e-02	1.2e-02	1.2e-02	1.1e-02	1.0e-02	9.7e-03	9.1e-03	7.8e-03	6.5e-03	5.3e-03	4.5e-03	4.0e-03
	 7.6000 	 5.2802e-02	7.1e-03	7.1e-03	6.7e-03	6.3e-03	6.0e-03	5.6e-03	5.3e-03	4.9e-03	4.2e-03	3.5e-03	2.9e-03	2.5e-03	2.2e-03
	 7.8000 	 1.5603e-02	2.1e-03	2.1e-03	2.0e-03	1.9e-03	1.8e-03	1.7e-03	1.6e-03	1.5e-03	1.2e-03	1.0e-03	8.5e-04	7.3e-04	6.4e-04
	 8.0000 	 2.8000e-06	2.1e-05	1.2e-05	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00

Multiplicity alpha 0.011870
Differential_cross_section alpha 41 	 # Secondary particule & Nbr of rows (Energies) 
# 	 Energy(MeV)	 Int.(b/MeV)	0°	10°	20°	30°	40°	50°	60°	70°	90°	110°	130°	150°	180°	(b/MeV.Sr)
	 0.0000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 0.2000 	 1.0288e-14	2.1e-16	2.1e-16	2.2e-16	2.5e-16	2.7e-16	3.0e-16	3.5e-16	4.0e-16	5.2e-16	6.6e-16	7.9e-16	8.7e-16	1.6e-14
	 0.4000 	 3.9633e-14	7.9e-16	8.2e-16	8.5e-16	9.5e-16	1.0e-15	1.2e-15	1.3e-15	1.5e-15	2.0e-15	2.6e-15	3.0e-15	3.4e-15	6.1e-14
	 0.6000 	 8.5761e-14	1.7e-15	1.8e-15	1.8e-15	2.0e-15	2.2e-15	2.5e-15	2.9e-15	3.3e-15	4.4e-15	5.5e-15	6.6e-15	7.3e-15	1.3e-13
	 0.8000 	 1.2827e-11	2.0e-13	2.0e-13	2.1e-13	2.3e-13	2.7e-13	3.2e-13	3.8e-13	4.5e-13	6.3e-13	8.3e-13	1.4e-12	3.5e-12	5.5e-12
	 1.0000 	 3.2105e-10	4.9e-12	4.9e-12	5.3e-12	5.7e-12	6.8e-12	7.9e-12	9.4e-12	1.1e-11	1.6e-11	2.1e-11	3.6e-11	8.7e-11	1.3e-10
	 1.2000 	 1.0522e-09	1.6e-11	1.6e-11	1.7e-11	1.9e-11	2.2e-11	2.6e-11	3.1e-11	3.7e-11	5.2e-11	6.8e-11	1.2e-10	2.9e-10	4.4e-10
	 1.4000 	 2.2210e-09	3.4e-11	3.4e-11	3.7e-11	3.9e-11	4.7e-11	5.5e-11	6.5e-11	7.8e-11	1.1e-10	1.4e-10	2.5e-10	6.0e-10	9.2e-10
	 1.6000 	 3.8421e-09	5.9e-11	5.9e-11	6.3e-11	6.8e-11	8.1e-11	9.5e-11	1.1e-10	1.4e-10	1.9e-10	2.5e-10	4.3e-10	1.0e-09	1.6e-09
	 1.8000 	 5.9302e-09	9.1e-11	9.1e-11	9.8e-11	1.0e-10	1.3e-10	1.5e-10	1.7e-10	2.1e-10	2.9e-10	3.8e-10	6.6e-10	1.6e-09	2.4e-09
	 2.0000 	 8.5000e-09	1.3e-10	1.3e-10	1.4e-10	1.5e-10	1.8e-10	2.1e-10	2.5e-10	3.0e-10	4.2e-10	5.5e-10	9.5e-10	2.3e-09	3.5e-09
	 2.2000 	 1.0997e-07	1.9e-09	1.9e-09	2.1e-09	2.4e-09	2.7e-09	3.3e-09	4.0e-09	5.1e-09	7.1e-09	1.1e-08	1.4e-08	1.9e-08	2.3e-08
	 2.4000 	 4.0118e-07	6.9e-09	7.1e-09	7.8e-09	8.8e-09	1.0e-08	1.2e-08	1.5e-08	1.9e-08	2.6e-08	3.9e-08	5.2e-08	6.7e-08	7.9e-08
	 2.6000 	 8.7081e-07	1.5e-08	1.6e-08	1.7e-08	1.9e-08	2.2e-08	2.7e-08	3.3e-08	4.1e-08	5.7e-08	8.4e-08	1.1e-07	1.4e-07	1.7e-07
	 2.8000 	 1.5075e-06	2.7e-08	2.7e-08	3.0e-08	3.4e-08	3.9e-08	4.7e-08	5.7e-08	7.2e-08	9.9e-08	1.5e-07	2.0e-07	2.5e-07	2.9e-07
	 3.0000 	 2.3000e-06	4.1e-08	4.2e-08	4.6e-08	5.2e-08	6.0e-08	7.2e-08	8.8e-08	1.1e-07	1.5e-07	2.2e-07	3.0e-07	3.8e-07	4.5e-07
	 3.2000 	 4.6538e-06	1.1e-07	1.1e-07	1.2e-07	1.3e-07	1.5e-07	1.8e-07	2.0e-07	2.3e-07	2.8e-07	3.9e-07	5.9e-07	8.3e-07	1.0e-06
	 3.4000 	 9.9094e-06	2.9e-07	2.9e-07	3.1e-07	3.3e-07	3.8e-07	4.3e-07	4.6e-07	5.0e-07	5.6e-07	7.5e-07	1.2e-06	1.9e-06	2.5e-06
	 3.6000 	 1.7958e-05	5.6e-07	5.6e-07	6.0e-07	6.5e-07	7.3e-07	8.2e-07	8.7e-07	9.2e-07	9.9e-07	1.3e-06	2.2e-06	3.4e-06	4.6e-06
	 3.8000 	 2.8691e-05	9.3e-07	9.4e-07	1.0e-06	1.1e-06	1.2e-06	1.3e-06	1.4e-06	1.5e-06	1.6e-06	2.0e-06	3.5e-06	5.5e-06	7.5e-06
	 4.0000 	 4.2000e-05	1.4e-06	1.4e-06	1.5e-06	1.6e-06	1.8e-06	2.0e-06	2.1e-06	2.2e-06	2.3e-06	2.9e-06	5.0e-06	8.1e-06	1.1e-05
	 4.2000 	 7.0865e-05	2.7e-06	2.7e-06	2.9e-06	3.1e-06	3.4e-06	3.7e-06	3.9e-06	4.0e-06	4.1e-06	4.7e-06	7.8e-06	1.3e-05	1.9e-05
	 4.4000 	 1.2864e-04	5.7e-06	5.6e-06	6.1e-06	6.3e-06	6.8e-06	7.3e-06	7.7e-06	7.9e-06	7.9e-06	8.2e-06	1.3e-05	2.3e-05	3.3e-05
	 4.6000 	 2.1579e-04	9.9e-06	9.9e-06	1.1e-05	1.1e-05	1.2e-05	1.3e-05	1.3e-05	1.4e-05	1.4e-05	1.3e-05	2.1e-05	3.8e-05	5.4e-05
	 4.8000 	 3.3276e-04	1.5e-05	1.5e-05	1.7e-05	1.7e-05	1.9e-05	2.0e-05	2.1e-05	2.2e-05	2.2e-05	2.1e-05	3.1e-05	5.6e-05	8.0e-05
	 5.0000 	 4.8000e-04	2.2e-05	2.2e-05	2.4e-05	2.5e-05	2.7e-05	2.9e-05	3.1e-05	3.2e-05	3.2e-05	3.0e-05	4.4e-05	7.9e-05	1.1e-04
	 5.2000 	 1.1685e-03	3.3e-05	3.3e-05	3.7e-05	4.1e-05	4.9e-05	6.5e-05	7.6e-05	8.5e-05	9.5e-05	9.5e-05	1.1e-04	1.5e-04	1.8e-04
	 5.4000 	 2.5753e-03	5.0e-05	5.3e-05	6.0e-05	7.0e-05	9.1e-05	1.4e-04	1.7e-04	1.9e-04	2.3e-04	2.3e-04	2.5e-04	2.7e-04	2.9e-04
	 5.6000 	 4.1998e-03	7.4e-05	7.9e-05	9.1e-05	1.1e-04	1.4e-04	2.2e-04	2.8e-04	3.2e-04	3.9e-04	4.0e-04	4.0e-04	4.1e-04	4.1e-04
	 5.8000 	 5.5415e-03	1.0e-04	1.1e-04	1.3e-04	1.5e-04	2.0e-04	3.0e-04	3.6e-04	4.3e-04	5.2e-04	5.3e-04	5.4e-04	5.2e-04	5.1e-04
	 6.0000 	 6.1000e-03	1.4e-04	1.5e-04	1.7e-04	2.0e-04	2.5e-04	3.3e-04	4.0e-04	4.7e-04	5.7e-04	5.9e-04	5.9e-04	5.7e-04	5.5e-04
	 6.2000 	 5.7152e-03	2.2e-04	2.3e-04	2.4e-04	2.6e-04	3.0e-04	3.4e-04	3.9e-04	4.4e-04	5.1e-04	5.3e-04	5.3e-04	5.1e-04	4.9e-04
	 6.4000 	 4.7736e-03	3.4e-04	3.5e-04	3.5e-04	3.5e-04	3.6e-04	3.4e-04	3.6e-04	3.8e-04	3.8e-04	3.8e-04	3.8e-04	3.7e-04	3.6e-04
	 6.6000 	 3.5943e-03	4.8e-04	4.8e-04	4.6e-04	4.4e-04	4.1e-04	3.5e-04	3.3e-04	2.9e-04	2.2e-04	2.1e-04	2.1e-04	2.0e-04	1.9e-04
	 6.8000 	 2.4968e-03	5.9e-04	5.9e-04	5.5e-04	5.1e-04	4.5e-04	3.5e-04	2.9e-04	2.1e-04	8.8e-05	6.1e-05	6.1e-05	5.9e-05	5.7e-05
	 7.0000 	 1.8000e-03	6.4e-04	6.3e-04	5.9e-04	5.4e-04	4.6e-04	3.5e-04	2.5e-04	1.6e-04	2.7e-05	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 7.2000 	 1.4197e-03	6.1e-04	6.0e-04	5.6e-04	5.1e-04	4.4e-04	3.3e-04	2.1e-04	1.3e-04	2.0e-05	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 7.4000 	 1.0649e-03	5.3e-04	5.2e-04	4.9e-04	4.5e-04	3.8e-04	2.9e-04	1.7e-04	9.7e-05	1.4e-05	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 7.6000 	 7.4528e-04	4.1e-04	4.1e-04	3.8e-04	3.5e-04	3.0e-04	2.3e-04	1.3e-04	6.8e-05	9.5e-06	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 7.8000 	 4.7047e-04	2.9e-04	2.8e-04	2.7e-04	2.4e-04	2.1e-04	1.6e-04	8.5e-05	4.3e-05	5.7e-06	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 8.0000 	 2.5004e-04	1.7e-04	1.6e-04	1.5e-04	1.4e-04	1.2e-04	9.1e-05	4.7e-05	2.3e-05	2.9e-06	0.0e+00	0.0e+00	0.0e+00	0.0e+00

Energy_fraction_recoils 0.025800

#################################################################################################################################################

Energy 9 			# in MeV 
Cross_section 0.774300 		# in barn

Multiplicity proton 0.669100
Differential_cross_section proton 41 	 # Secondary particule & Nbr of rows (Energies) 
# 	 Energy(MeV)	 Int.(b/MeV)	0°	10°	20°	30°	40°	50°	60°	70°	90°	110°	130°	150°	180°	(b/MeV.Sr)
	 0.0000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 0.2250 	 3.4920e-05	1.7e-06	1.7e-06	1.7e-06	1.8e-06	1.9e-06	2.0e-06	2.1e-06	2.3e-06	2.8e-06	3.2e-06	3.6e-06	4.0e-06	4.4e-06
	 0.4500 	 1.3073e-04	6.3e-06	6.3e-06	6.3e-06	6.7e-06	7.1e-06	7.5e-06	7.9e-06	8.7e-06	1.0e-05	1.2e-05	1.3e-05	1.5e-05	1.6e-05
	 0.6750 	 2.7401e-04	1.3e-05	1.3e-05	1.3e-05	1.4e-05	1.5e-05	1.6e-05	1.7e-05	1.8e-05	2.2e-05	2.5e-05	2.8e-05	3.2e-05	3.4e-05
	 0.9000 	 5.6384e-04	2.8e-05	2.8e-05	2.8e-05	3.0e-05	3.1e-05	3.3e-05	3.5e-05	3.8e-05	4.4e-05	5.1e-05	5.8e-05	6.4e-05	6.9e-05
	 1.1250 	 1.3436e-03	7.1e-05	7.2e-05	7.2e-05	7.4e-05	7.7e-05	8.0e-05	8.5e-05	9.0e-05	1.0e-04	1.2e-04	1.4e-04	1.5e-04	1.6e-04
	 1.3500 	 2.6095e-03	1.4e-04	1.4e-04	1.4e-04	1.5e-04	1.5e-04	1.6e-04	1.7e-04	1.8e-04	2.0e-04	2.3e-04	2.6e-04	2.9e-04	3.1e-04
	 1.5750 	 4.3290e-03	2.4e-04	2.4e-04	2.4e-04	2.5e-04	2.5e-04	2.6e-04	2.8e-04	2.9e-04	3.3e-04	3.8e-04	4.3e-04	4.7e-04	5.0e-04
	 1.8000 	 6.4697e-03	3.6e-04	3.7e-04	3.7e-04	3.8e-04	3.8e-04	4.0e-04	4.2e-04	4.4e-04	5.0e-04	5.6e-04	6.4e-04	7.0e-04	7.4e-04
	 2.0250 	 9.0303e-03	5.1e-04	5.2e-04	5.2e-04	5.3e-04	5.4e-04	5.6e-04	5.9e-04	6.1e-04	7.0e-04	7.8e-04	8.8e-04	9.6e-04	1.0e-03
	 2.2500 	 1.4671e-02	8.7e-04	8.8e-04	8.8e-04	9.1e-04	9.2e-04	9.4e-04	9.9e-04	1.0e-03	1.1e-03	1.2e-03	1.4e-03	1.5e-03	1.6e-03
	 2.4750 	 2.3984e-02	1.5e-03	1.5e-03	1.5e-03	1.6e-03	1.6e-03	1.6e-03	1.7e-03	1.7e-03	1.8e-03	2.0e-03	2.2e-03	2.4e-03	2.5e-03
	 2.7000 	 3.5369e-02	2.3e-03	2.3e-03	2.3e-03	2.4e-03	2.4e-03	2.4e-03	2.5e-03	2.5e-03	2.7e-03	2.9e-03	3.2e-03	3.4e-03	3.6e-03
	 2.9250 	 4.7222e-02	3.2e-03	3.2e-03	3.2e-03	3.3e-03	3.3e-03	3.3e-03	3.4e-03	3.4e-03	3.6e-03	3.9e-03	4.2e-03	4.5e-03	4.7e-03
	 3.1500 	 5.9597e-02	4.2e-03	4.2e-03	4.2e-03	4.3e-03	4.3e-03	4.3e-03	4.4e-03	4.4e-03	4.6e-03	4.9e-03	5.2e-03	5.5e-03	5.7e-03
	 3.3750 	 7.5383e-02	5.6e-03	5.6e-03	5.6e-03	5.7e-03	5.6e-03	5.7e-03	5.7e-03	5.7e-03	5.9e-03	6.1e-03	6.4e-03	6.8e-03	7.0e-03
	 3.6000 	 9.1500e-02	7.2e-03	7.2e-03	7.1e-03	7.1e-03	7.1e-03	7.1e-03	7.1e-03	7.2e-03	7.2e-03	7.4e-03	7.7e-03	8.0e-03	8.3e-03
	 3.8250 	 1.0442e-01	8.5e-03	8.5e-03	8.4e-03	8.4e-03	8.3e-03	8.4e-03	8.3e-03	8.3e-03	8.2e-03	8.4e-03	8.7e-03	9.0e-03	9.2e-03
	 4.0500 	 1.1084e-01	9.3e-03	9.3e-03	9.2e-03	9.2e-03	9.1e-03	9.0e-03	8.9e-03	8.9e-03	8.8e-03	8.9e-03	9.2e-03	9.5e-03	9.6e-03
	 4.2750 	 1.1432e-01	9.9e-03	9.9e-03	9.9e-03	9.9e-03	9.8e-03	9.4e-03	9.3e-03	9.2e-03	9.0e-03	9.1e-03	9.4e-03	9.7e-03	9.8e-03
	 4.5000 	 1.1714e-01	1.0e-02	1.0e-02	1.0e-02	1.0e-02	1.0e-02	9.7e-03	9.6e-03	9.4e-03	9.3e-03	9.3e-03	9.6e-03	9.8e-03	9.9e-03
	 4.7250 	 1.1908e-01	1.1e-02	1.1e-02	1.1e-02	1.1e-02	1.1e-02	9.9e-03	9.8e-03	9.6e-03	9.4e-03	9.4e-03	9.7e-03	9.9e-03	1.0e-02
	 4.9500 	 1.1997e-01	1.1e-02	1.1e-02	1.1e-02	1.1e-02	1.1e-02	1.0e-02	9.9e-03	9.7e-03	9.5e-03	9.5e-03	9.8e-03	1.0e-02	1.0e-02
	 5.1750 	 1.1870e-01	1.1e-02	1.1e-02	1.1e-02	1.1e-02	1.1e-02	1.0e-02	9.9e-03	9.6e-03	9.4e-03	9.3e-03	9.5e-03	9.7e-03	9.7e-03
	 5.4000 	 1.1378e-01	1.1e-02	1.1e-02	1.1e-02	1.1e-02	1.1e-02	9.9e-03	9.7e-03	9.4e-03	8.9e-03	8.7e-03	8.6e-03	8.6e-03	8.5e-03
	 5.6250 	 1.0626e-01	1.1e-02	1.1e-02	1.1e-02	1.1e-02	1.0e-02	9.7e-03	9.3e-03	8.9e-03	8.3e-03	7.7e-03	7.4e-03	7.1e-03	6.9e-03
	 5.8500 	 9.7260e-02	1.1e-02	1.1e-02	1.1e-02	1.0e-02	1.0e-02	9.4e-03	8.9e-03	8.4e-03	7.5e-03	6.7e-03	6.1e-03	5.7e-03	5.5e-03
	 6.0750 	 8.7166e-02	1.1e-02	1.1e-02	1.1e-02	9.8e-03	9.5e-03	9.0e-03	8.3e-03	7.7e-03	6.6e-03	5.7e-03	5.1e-03	4.7e-03	4.6e-03
	 6.3000 	 6.9130e-02	9.1e-03	9.1e-03	9.1e-03	8.0e-03	7.8e-03	7.3e-03	6.7e-03	6.1e-03	5.1e-03	4.3e-03	4.0e-03	3.8e-03	3.8e-03
	 6.5250 	 4.6848e-02	6.3e-03	6.3e-03	6.3e-03	5.5e-03	5.3e-03	4.9e-03	4.5e-03	4.0e-03	3.2e-03	2.8e-03	2.9e-03	3.0e-03	3.1e-03
	 6.7500 	 2.7460e-02	3.7e-03	3.7e-03	3.6e-03	3.2e-03	3.0e-03	2.7e-03	2.4e-03	2.1e-03	1.7e-03	1.6e-03	2.0e-03	2.4e-03	2.6e-03
	 6.9750 	 1.8109e-02	2.3e-03	2.3e-03	2.2e-03	2.0e-03	1.8e-03	1.6e-03	1.4e-03	1.2e-03	9.0e-04	1.0e-03	1.6e-03	2.1e-03	2.4e-03
	 7.2000 	 2.7568e-02	3.7e-03	3.7e-03	3.5e-03	3.2e-03	3.1e-03	2.8e-03	2.5e-03	2.2e-03	1.7e-03	1.6e-03	2.0e-03	2.3e-03	2.5e-03
	 7.4250 	 5.3728e-02	7.6e-03	7.6e-03	7.2e-03	6.7e-03	6.5e-03	6.0e-03	5.5e-03	5.0e-03	3.9e-03	3.3e-03	3.0e-03	2.9e-03	2.9e-03
	 7.6500 	 8.4079e-02	1.2e-02	1.2e-02	1.1e-02	1.1e-02	1.1e-02	9.8e-03	9.0e-03	8.2e-03	6.5e-03	5.2e-03	4.3e-03	3.6e-03	3.3e-03
	 7.8750 	 1.0605e-01	1.5e-02	1.5e-02	1.4e-02	1.3e-02	1.3e-02	1.3e-02	1.2e-02	1.1e-02	8.4e-03	6.6e-03	5.1e-03	4.1e-03	3.5e-03
	 8.1000 	 1.0692e-01	1.6e-02	1.6e-02	1.5e-02	1.4e-02	1.4e-02	1.3e-02	1.2e-02	1.1e-02	8.5e-03	6.7e-03	5.2e-03	4.1e-03	3.5e-03
	 8.3250 	 8.2702e-02	1.2e-02	1.2e-02	1.1e-02	1.1e-02	1.1e-02	9.8e-03	9.0e-03	8.3e-03	6.5e-03	5.2e-03	4.0e-03	3.2e-03	2.7e-03
	 8.5500 	 4.6791e-02	6.9e-03	6.8e-03	6.4e-03	6.0e-03	6.0e-03	5.5e-03	5.1e-03	4.7e-03	3.7e-03	2.9e-03	2.3e-03	1.8e-03	1.5e-03
	 8.7750 	 1.4218e-02	2.1e-03	2.1e-03	2.0e-03	1.8e-03	1.8e-03	1.7e-03	1.5e-03	1.4e-03	1.1e-03	8.9e-04	6.8e-04	5.4e-04	4.6e-04
	 9.0000 	 1.7000e-05	7.3e-05	5.4e-05	1.4e-05	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00

Multiplicity alpha 0.021400
Differential_cross_section alpha 41 	 # Secondary particule & Nbr of rows (Energies) 
# 	 Energy(MeV)	 Int.(b/MeV)	0°	10°	20°	30°	40°	50°	60°	70°	90°	110°	130°	150°	180°	(b/MeV.Sr)
	 0.0000 	 0.0000e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00	0.0e+00
	 0.2250 	 2.1933e-14	2.1e-16	2.2e-16	2.3e-16	2.5e-16	2.8e-16	3.3e-16	3.8e-16	4.4e-16	5.8e-16	7.5e-16	9.0e-16	3.0e-15	4.1e-14
	 0.4500 	 8.4076e-14	8.0e-16	8.4e-16	8.8e-16	9.6e-16	1.1e-15	1.3e-15	1.5e-15	1.7e-15	2.2e-15	2.9e-15	3.4e-15	1.1e-14	1.6e-13
	 0.6750 	 1.8094e-13	1.7e-15	1.8e-15	1.9e-15	2.1e-15	2.3e-15	2.7e-15	3.1e-15	3.6e-15	4.8e-15	6.2e-15	7.4e-15	2.5e-14	3.4e-13
	 0.9000 	 1.1381e-10	1.4e-12	1.4e-12	1.5e-12	1.8e-12	2.0e-12	2.4e-12	2.8e-12	3.5e-12	5.0e-12	6.6e-12	1.4e-11	3.3e-11	5.2e-11
	 1.1250 	 7.1938e-10	8.6e-12	8.6e-12	9.4e-12	1.1e-11	1.3e-11	1.5e-11	1.8e-11	2.2e-11	3.2e-11	4.2e-11	8.6e-11	2.1e-10	3.3e-10
	 1.3500 	 1.8654e-09	2.2e-11	2.2e-11	2.4e-11	2.9e-11	3.3e-11	4.0e-11	4.7e-11	5.8e-11	8.2e-11	1.1e-10	2.2e-10	5.3e-10	8.5e-10
	 1.5750 	 3.5724e-09	4.3e-11	4.3e-11	4.7e-11	5.5e-11	6.4e-11	7.7e-11	8.9e-11	1.1e-10	1.6e-10	2.1e-10	4.3e-10	1.0e-09	1.6e-09
	 1.8000 	 5.8610e-09	7.0e-11	7.0e-11	7.7e-11	9.1e-11	1.0e-10	1.3e-10	1.5e-10	1.8e-10	2.6e-10	3.4e-10	7.0e-10	1.7e-09	2.7e-09
	 2.0250 	 1.0095e-08	1.2e-10	1.3e-10	1.4e-10	1.6e-10	1.9e-10	2.3e-10	2.7e-10	3.3e-10	4.7e-10	6.3e-10	1.2e-09	2.7e-09	4.3e-09
	 2.2500 	 1.4544e-07	2.2e-09	2.3e-09	2.5e-09	2.9e-09	3.4e-09	4.1e-09	5.0e-09	6.3e-09	8.8e-09	1.3e-08	1.9e-08	2.8e-08	3.7e-08
	 2.4750 	 4.9316e-07	7.5e-09	7.7e-09	8.4e-09	9.9e-09	1.2e-08	1.4e-08	1.7e-08	2.2e-08	3.0e-08	4.4e-08	6.6e-08	9.3e-08	1.2e-07
	 2.7000 	 1.0478e-06	1.6e-08	1.6e-08	1.8e-08	2.1e-08	2.4e-08	3.0e-08	3.7e-08	4.6e-08	6.5e-08	9.4e-08	1.4e-07	2.0e-07	2.5e-07
	 2.9250 	 1.8041e-06	2.7e-08	2.8e-08	3.1e-08	3.6e-08	4.2e-08	5.2e-08	6.4e-08	7.9e-08	1.1e-07	1.6e-07	2.4e-07	3.4e-07	4.3e-07
	 3.1500 	 5.2348e-06	7.0e-08	7.1e-08	7.7e-08	8.9e-08	1.1e-07	1.3e-07	1.6e-07	2.1e-07	3.5e-07	5.5e-07	7.3e-07	9.3e-07	1.1e-06
	 3.3750 	 1.8489e-05	2.3e-07	2.3e-07	2.5e-07	2.9e-07	3.4e-07	4.2e-07	5.4e-07	7.0e-07	1.3e-06	2.1e-06	2.7e-06	3.2e-06	3.8e-06
	 3.6000 	 4.0273e-05	5.1e-07	5.1e-07	5.5e-07	6.4e-07	7.6e-07	9.3e-07	1.2e-06	1.5e-06	2.8e-06	4.4e-06	5.7e-06	6.9e-06	8.2e-06
	 3.8250 	 6.8638e-05	9.1e-07	9.1e-07	9.8e-07	1.1e-06	1.3e-06	1.6e-06	2.1e-06	2.7e-06	4.7e-06	7.3e-06	9.6e-06	1.2e-05	1.4e-05
	 4.0500 	 1.0222e-04	1.5e-06	1.5e-06	1.6e-06	1.8e-06	2.1e-06	2.6e-06	3.2e-06	4.1e-06	6.8e-06	1.0e-05	1.4e-05	1.7e-05	2.1e-05
	 4.2750 	 1.5571e-04	4.0e-06	4.2e-06	4.2e-06	4.5e-06	5.0e-06	5.5e-06	6.3e-06	7.1e-06	9.6e-06	1.4e-05	2.0e-05	2.7e-05	3.2e-05
	 4.5000 	 2.3681e-04	9.0e-06	9.3e-06	9.3e-06	9.7e-06	1.0e-05	1.1e-05	1.2e-05	1.2e-05	1.4e-05	1.8e-05	2.8e-05	4.2e-05	5.0e-05
	 4.7250 	 3.4634e-04	1.6e-05	1.6e-05	1.6e-05	1.7e-05	1.8e-05	1.8e-05	1.9e-05	2.0e-05	1.9e-05	2.4e-05	3.9e-05	6.1e-05	7.3e-05
	 4.9500 	 4.8511e-04	2.4e-05	2.5e-05	2.5e-05	2.6e-05	2.7e-05	2.8e-05	2.9e-05	2.9e-05	2.6e-05	3.2e-05	5.3e-05	8.5e-05	1.0e-04
	 5.1750 	 6.9457e-04	3.5e-05	3.6e-05	3.7e-05	3.9e-05	4.0e-05	4.1e-05	4.3e-05	4.2e-05	3.8e-05	4.4e-05	7.4e-05	1.2e-04	1.6e-04
	 5.4000 	 1.0585e-03	5.4e-05	5.5e-05	5.7e-05	6.0e-05	6.2e-05	6.5e-05	6.7e-05	6.6e-05	6.2e-05	6.5e-05	1.1e-04	1.8e-04	2.6e-04
