Energy 2.284358e+00 			# in MeV 
	13.500000	1.092138e-04
	13.750000	1.062499e-04
	14.000000	1.049427e-04
	14.250000	1.047772e-04
	14.500000	1.050598e-04
	14.750000	1.050787e-04
	15.000000	1.042301e-04
	15.250000	1.021382e-04
	15.500000	9.870279e-05
	15.750000	9.407286e-05
	16.000000	8.856273e-05
	16.250000	8.254610e-05
	16.500000	7.636898e-05
	16.750000	7.030460e-05
	17.000000	6.453845e-05
	17.250000	5.918046e-05
	17.500000	5.427909e-05
	17.750000	4.984376e-05
	18.000000	4.585771e-05
	18.250000	4.229005e-05
	18.500000	3.910359e-05
	18.750000	3.625933e-05
	19.000000	3.371939e-05
	19.250000	3.144870e-05
	19.500000	2.941524e-05
	19.750000	2.759054e-05
	20.000000	2.594977e-05
	20.250000	2.447077e-05
	20.500000	2.313439e-05
	20.750000	2.192423e-05
	21.000000	2.082559e-05
	21.250000	1.982597e-05
	21.500000	5.280987e-06
	21.750000	1.874138e-05
	22.000000	1.508243e-05
	22.250000	1.374265e-05

#################################################################################################################################################

Energy 18 			# in MeV 
Multiplicity PromptGamma 5.001984
Differential_cross_section PromptGamma 93 	 # Secondary particule & Nbr of rows (Energies) 
# 	Energy(MeV)	Int.(b/MeV)
	0.250000	5.328140e+00
	0.500000	3.395636e+00
	0.750000	1.562230e+00
	1.000000	1.711124e+00
	1.250000	1.470641e+00
	1.500000	1.315160e+00
	1.750000	1.154298e+00
	2.000000	9.884589e-01
	2.250000	8.306903e-01
	2.500000	6.852268e-01
	2.750000	5.582099e-01
	3.000000	4.493074e-01
	3.250000	3.586784e-01
	3.500000	2.839876e-01
	3.750000	2.236943e-01
	4.000000	1.751029e-01
	4.250000	1.364525e-01
	4.500000	1.056487e-01
	4.750000	8.134770e-02
	5.000000	6.217817e-02
	5.250000	4.714854e-02
	5.500000	3.533480e-02
	5.750000	2.614145e-02
	6.000000	1.902076e-02
	6.250000	1.358136e-02
	6.500000	9.469479e-03
	6.750000	6.451246e-03
	7.000000	4.286836e-03
	7.250000	2.764746e-03
	7.500000	1.721324e-03
	7.750000	1.044308e-03
	8.000000	6.404693e-04
	8.250000	3.965969e-04
	8.500000	2.366375e-04
	8.750000	1.526965e-04
	9.000000	1.302590e-04
	9.250000	1.209617e-04
	9.500000	1.141808e-04
	9.750000	1.091723e-04
	10.000000	1.058543e-04
	10.250000	1.042249e-04
	10.500000	1.043373e-04
	10.750000	1.062777e-04
	11.000000	1.101101e-04
	11.250000	1.157577e-04
	11.500000	1.228043e-04
	11.750000	1.302596e-04
	12.000000	1.364870e-04
	12.250000	1.396492e-04
	12.500000	1.386430e-04
	12.750000	1.338495e-04
	13.000000	1.269758e-04
	13.250000	1.200673e-04
	13.500000	1.145645e-04
	13.750000	1.110039e-04
	14.000000	1.092243e-04
	14.250000	1.086683e-04
	14.500000	1.086091e-04
	14.750000	1.083121e-04
	15.000000	1.071648e-04
	15.250000	1.047815e-04
	15.500000	1.010621e-04
	15.750000	9.615438e-05
	16.000000	9.037913e-05
	16.250000	8.411331e-05
	16.500000	7.770880e-05
	16.750000	7.143932e-05
	17.000000	6.549241e-05
	17.250000	5.997517e-05
	17.500000	5.493600e-05
	17.750000	5.038142e-05
	18.000000	4.629238e-05
	18.250000	4.263584e-05
	18.500000	3.937255e-05
	18.750000	3.646171e-05
	19.000000	3.386411e-05
	19.250000	3.154314e-05
	19.500000	2.946563e-05
	19.750000	2.760237e-05
	20.000000	2.592736e-05
	20.250000	2.441790e-05
	20.500000	2.305446e-05
	20.750000	2.181981e-05
	21.000000	2.069897e-05
	21.250000	1.967913e-05
	21.500000	1.874903e-05
	21.750000	1.789884e-05
	22.000000	1.712013e-05
	22.250000	1.640539e-05
	22.500000	4.410283e-06
	22.750000	1.571081e-05
	23.000000	1.270882e-05
	23.250000	1.162849e-05

#################################################################################################################################################

Energy 19 			# in MeV 
Multiplicity PromptGamma 5.091671
Differential_cross_section PromptGamma 97 	 # Secondary particule & Nbr of rows (Energies) 
# 	Energy(MeV)	Int.(b/MeV)
	0.250000	5.590490e+00
	0.500000	3.608132e+00
	0.750000	1.612938e+00
	1.000000	1.726783e+00
	1.250000	1.484471e+00
	1.500000	1.335541e+00
	1.750000	1.179715e+00
	2.000000	1.016686e+00
	2.250000	8.599077e-01
	2.500000	7.135463e-01
	2.750000	5.847027e-01
	3.000000	4.732860e-01
	3.250000	3.798195e-01
	3.500000	3.022767e-01
	3.750000	2.394495e-01
	4.000000	1.886088e-01
	4.250000	1.480590e-01
	4.500000	1.156226e-01
	4.750000	8.995736e-02
	5.000000	6.961302e-02
	5.250000	5.359103e-02
	5.500000	4.092134e-02
	5.750000	3.098779e-02
	6.000000	2.320316e-02
	6.250000	1.716330e-02
	6.500000	1.248682e-02
	6.750000	8.956203e-03
	7.000000	6.309926e-03
	7.250000	4.343557e-03
	7.500000	2.911289e-03
	7.750000	1.900424e-03
	8.000000	1.254841e-03
	8.250000	8.500697e-04
	8.500000	5.260698e-04
	8.750000	2.748819e-04
	9.000000	1.617914e-04
	9.250000	1.320595e-04
	9.500000	1.229252e-04
	9.750000	1.176494e-04
	10.000000	1.145747e-04
	10.250000	1.132923e-04
	10.500000	1.137616e-04
	10.750000	1.160671e-04
	11.000000	1.202866e-04
	11.250000	1.263341e-04
	11.500000	1.337385e-04
	11.750000	1.413886e-04
	12.000000	1.474813e-04
	12.250000	1.500587e-04
	12.500000	1.480651e-04
	12.750000	1.420902e-04
	13.000000	1.340696e-04
	13.250000	1.261858e-04
	13.500000	1.199078e-04
	13.750000	1.157456e-04
	14.000000	1.134903e-04
	14.250000	1.125417e-04
	14.500000	1.121386e-04
	14.750000	1.115223e-04
	15.000000	1.100699e-04
	15.250000	1.073900e-04
	15.500000	1.033787e-04
	15.750000	9.819267e-05
	16.000000	9.215345e-05
	16.250000	8.564432e-05
	16.500000	7.901805e-05
	16.750000	7.255095e-05
	17.000000	6.642894e-05
	17.250000	6.075927e-05
	17.500000	5.558775e-05
	17.750000	5.091855e-05
	18.000000	4.673057e-05
	18.250000	4.298866e-05
	18.500000	3.965165e-05
	18.750000	3.667711e-05
	19.000000	3.402406e-05
	19.250000	3.165478e-05
	19.500000	2.953523e-05
	19.750000	2.763502e-05
	20.000000	2.592748e-05
	20.250000	2.438937e-05
	20.500000	2.300038e-05
	20.750000	2.174281e-05
	21.000000	2.060163e-05
	21.250000	1.956328e-05
	21.500000	1.861636e-05
	21.750000	1.775081e-05
	22.000000	1.695784e-05
	22.250000	1.623008e-05
	22.500000	1.556051e-05
	22.750000	1.494341e-05
	23.000000	1.437374e-05
	23.250000	1.384686e-05
	23.500000	3.750172e-06
	23.750000	1.340033e-05
	24.000000	1.088532e-05
	24.250000	9.993663e-06

#################################################################################################################################################

Energy 20 			# in MeV 
Multiplicity PromptGamma 4.635342
Differential_cross_section PromptGamma 51 	 # Secondary particule & Nbr of rows (Energies) 
# 	Energy(MeV)	Int.(b/MeV)
	0.500000	3.921148e+00
	1.000000	1.488268e+00
	1.500000	1.152034e+00
	2.000000	8.720995e-01
	2.500000	6.072644e-01
	3.000000	3.996283e-01
	3.500000	2.539000e-01
	4.000000	1.571608e-01
	4.500000	9.560917e-02
	5.000000	5.720290e-02
	5.500000	3.347660e-02
	6.000000	1.897168e-02
	6.500000	1.029086e-02
	7.000000	5.246180e-03
	7.500000	2.446759e-03
	8.000000	1.131952e-03
	8.500000	4.610620e-04
	9.000000	1.795735e-04
	9.500000	1.360260e-04
	10.000000	1.253704e-04
	10.500000	1.246736e-04
	11.000000	1.321692e-04
	11.500000	1.467450e-04
	12.000000	1.606975e-04
	12.500000	1.594360e-04
	13.000000	1.427011e-04
	13.500000	1.265172e-04
	14.000000	1.189004e-04
	14.500000	1.167568e-04
	15.000000	1.140186e-04
	15.500000	1.066671e-04
	16.000000	9.479364e-05
	16.500000	8.107360e-05
	17.000000	6.799957e-05
	17.500000	5.677722e-05
	18.000000	4.762785e-05
	18.500000	4.032645e-05
	19.000000	3.452883e-05
	19.500000	2.990894e-05
	20.000000	2.619892e-05
	20.500000	2.319090e-05
	21.000000	2.072729e-05
	21.500000	1.868933e-05
	22.000000	1.698734e-05
	22.500000	1.555325e-05
	23.000000	1.433507e-05
	23.500000	1.329257e-05
	24.000000	1.239458e-05
	24.500000	5.491627e-06
	25.000000	9.849151e-06
	25.500000	1.345225e-06

#################################################################################################################################################

Energy 22 			# in MeV 
Multiplicity PromptGamma 4.286024
Differential_cross_section PromptGamma 55 	 # Secondary particule & Nbr of rows (Energies) 
# 	Energy(MeV)	Int.(b/MeV)
	0.500000	4.372795e+00
	1.000000	1.484235e+00
	1.500000	9.824085e-01
	2.000000	6.778677e-01
	2.500000	4.438579e-01
	3.000000	2.816767e-01
	3.500000	1.755981e-01
	4.000000	1.069054e-01
	4.500000	6.408148e-02
	5.000000	3.783978e-02
	5.500000	2.192419e-02
	6.000000	1.238086e-02
	6.500000	6.765558e-03
	7.000000	3.580469e-03
	7.500000	1.816621e-03
	8.000000	9.307573e-04
	8.500000	4.653763e-04
	9.000000	2.543371e-04
	9.500000	1.690441e-04
	10.000000	1.548944e-04
	10.500000	1.535360e-04
	11.000000	1.623642e-04
	11.500000	1.794984e-04
	12.000000	1.944061e-04
	12.500000	1.890757e-04
	13.000000	1.656749e-04
	13.500000	1.444193e-04
	14.000000	1.338228e-04
	14.500000	1.297875e-04
	15.000000	1.254535e-04
	15.500000	1.164628e-04
	16.000000	1.029033e-04
	16.500000	8.760308e-05
	17.000000	7.317860e-05
	17.500000	6.087005e-05
	18.000000	5.087274e-05
	18.500000	4.291556e-05
	19.000000	3.660985e-05
	19.500000	3.159318e-05
	20.000000	2.756996e-05
	20.500000	2.431182e-05
	21.000000	2.164616e-05
	21.500000	1.944301e-05
	22.000000	1.760443e-05
	22.500000	1.605619e-05
	23.000000	1.474140e-05
	23.500000	1.361628e-05
	24.000000	1.264654e-05
	24.500000	1.180536e-05
	25.000000	1.107159e-05
	25.500000	1.042809e-05
	26.000000	9.861111e-06
	26.500000	4.445436e-06
	27.000000	8.029047e-06
	27.500000	1.100481e-06

#################################################################################################################################################

Energy 24 			# in MeV 
Multiplicity PromptGamma 4.348754
Differential_cross_section PromptGamma 59 	 # Secondary particule & Nbr of rows (Energies) 
# 	Energy(MeV)	Int.(b/MeV)
	0.500000	4.871107e+00
	1.000000	1.712913e+00
	1.500000	1.081503e+00
	2.000000	6.969924e-01
	2.500000	4.237016e-01
	3.000000	2.469259e-01
	3.500000	1.411365e-01
	4.000000	7.878130e-02
	4.500000	4.343555e-02
	5.000000	2.403751e-02
	5.500000	1.331646e-02
	6.000000	7.289310e-03
	6.500000	3.851771e-03
	7.000000	2.056867e-03
	7.500000	1.085836e-03
	8.000000	5.980434e-04
	8.500000	3.538613e-04
	9.000000	2.414806e-04
	9.500000	1.942244e-04
	10.000000	1.829676e-04
	10.500000	1.837609e-04
	11.000000	1.955274e-04
	11.500000	2.161145e-04
	12.000000	2.322450e-04
	12.500000	2.221895e-04
	13.000000	1.911110e-04
	13.500000	1.640806e-04
	14.000000	1.500445e-04
	14.500000	1.437386e-04
	15.000000	1.374899e-04
	15.500000	1.266366e-04
	16.000000	1.112656e-04
	16.500000	9.432378e-05
	17.000000	7.852024e-05
	17.500000	6.511009e-05
	18.000000	5.425530e-05
	18.500000	4.563511e-05
	19.000000	3.881484e-05
	19.500000	3.339520e-05
	20.000000	2.905284e-05
	20.500000	2.553915e-05
	21.000000	2.266617e-05
	21.500000	2.029320e-05
	22.000000	1.831414e-05
	22.500000	1.664837e-05
	23.000000	1.523445e-05
	23.500000	1.402497e-05
	24.000000	1.298291e-05
	24.500000	1.207906e-05
	25.000000	1.129034e-05
	25.500000	1.059840e-05
	26.000000	9.988113e-06
	26.500000	9.447620e-06
	27.000000	8.966801e-06
	27.500000	8.537546e-06
	28.000000	8.153046e-06
	28.500000	3.720569e-06
	29.000000	6.753526e-06
	29.500000	9.279500e-07

#################################################################################################################################################

Energy 26 			# in MeV 
Multiplicity PromptGamma 4.616413
Differential_cross_section PromptGamma 63 	 # Secondary particule & Nbr of rows (Energies) 
# 	Energy(MeV)	Int.(b/MeV)
	0.500000	5.302022e+00
	1.000000	1.966740e+00
	1.500000	1.295607e+00
	2.000000	8.555303e-01
	2.500000	5.339777e-01
	3.000000	3.173394e-01
	3.500000	1.826150e-01
	4.000000	1.004132e-01
	4.500000	5.313104e-02
	5.000000	2.695497e-02
	5.500000	1.303042e-02
	6.000000	6.023674e-03
	6.500000	2.798281e-03
	7.000000	1.493101e-03
	7.500000	7.979900e-04
	8.000000	4.903082e-04
	8.500000	3.219917e-04
	9.000000	2.468411e-04
	9.500000	2.149383e-04
	10.000000	2.068418e-04
	10.500000	2.108478e-04
	11.000000	2.268050e-04
	11.500000	2.522854e-04
	12.000000	2.709582e-04
	12.500000	2.567240e-04
	13.000000	2.177828e-04
	13.500000	1.846509e-04
	14.000000	1.668796e-04
	14.500000	1.580039e-04
	15.000000	1.495621e-04
	15.500000	1.366599e-04
	16.000000	1.193992e-04
	16.500000	1.008131e-04
	17.000000	8.366229e-05
	17.500000	6.919226e-05
	18.000000	5.751858e-05
	18.500000	4.826805e-05
	19.000000	4.095938e-05
	19.500000	3.515735e-05
	20.000000	3.051169e-05
	20.500000	2.675427e-05
	21.000000	2.368328e-05
	21.500000	2.114734e-05
	22.000000	1.903282e-05
	22.500000	1.725351e-05
	23.000000	1.574358e-05
	23.500000	1.445220e-05
	24.000000	1.333981e-05
	24.500000	1.237533e-05
	25.000000	1.153378e-05
	25.500000	1.079556e-05
	26.000000	1.014444e-05
	26.500000	9.567534e-06
	27.000000	9.054124e-06
	27.500000	8.595334e-06
	28.000000	8.183951e-06
	28.500000	7.813787e-06
	29.000000	7.479744e-06
	29.500000	7.177489e-06
	30.000000	6.903394e-06
	30.500000	3.178589e-06
	31.000000	5.791103e-06
	31.500000	7.971597e-07

#################################################################################################################################################

Energy 28 			# in MeV 
Multiplicity PromptGamma 4.691351
Differential_cross_section PromptGamma 67 	 # Secondary particule & Nbr of rows (Energies) 
# 	Energy(MeV)	Int.(b/MeV)
	0.500000	5.587879e+00
	1.000000	2.036700e+00
	1.500000	1.343293e+00
	2.000000	9.024055e-01
	2.500000	5.743782e-01
	3.000000	3.494380e-01
	3.500000	2.061898e-01
	4.000000	1.169106e-01
	4.500000	6.406337e-02
	5.000000	3.356551e-02
	5.500000	1.635786e-02
	6.000000	7.009020e-03
	6.500000	2.750460e-03
	7.000000	1.378908e-03
	7.500000	7.188421e-04
	8.000000	4.633044e-04
	8.500000	3.171281e-04
	9.000000	2.567891e-04
	9.500000	2.321576e-04
	10.000000	2.274871e-04
	10.500000	2.349172e-04
	11.000000	2.550926e-04
	11.500000	2.854877e-04
	12.000000	3.069584e-04
	12.500000	2.890713e-04
	13.000000	2.427792e-04
	13.500000	2.038749e-04
	14.000000	1.824618e-04
	14.500000	1.709347e-04
	15.000000	1.601763e-04
	15.500000	1.451925e-04
	16.000000	1.261408e-04
	16.500000	1.060875e-04
	17.000000	8.778609e-05
	17.500000	7.243528e-05
	18.000000	6.009454e-05
	18.500000	5.033664e-05
	19.000000	4.263818e-05
	19.500000	3.653203e-05
	20.000000	3.164570e-05
	20.500000	2.769493e-05
	21.000000	2.446625e-05
	21.500000	2.180024e-05
	22.000000	1.957730e-05
	22.500000	1.770665e-05
	23.000000	1.611902e-05
	23.500000	1.476130e-05
	24.000000	1.359161e-05
	24.500000	1.257749e-05
	25.000000	1.169267e-05
	25.500000	1.091645e-05
	26.000000	1.023195e-05
	26.500000	9.625461e-06
	27.000000	9.085695e-06
	27.500000	8.603273e-06
	28.000000	8.170584e-06
	28.500000	7.781095e-06
	29.000000	7.429295e-06
	29.500000	7.110654e-06
	30.000000	6.821254e-06
	30.500000	6.557760e-06
	31.000000	6.317340e-06
	31.500000	6.097530e-06
	32.000000	5.896267e-06
	32.500000	2.733303e-06
	33.000000	4.993862e-06
	33.500000	6.883633e-07

#################################################################################################################################################

Energy 30 			# in MeV 
Multiplicity PromptGamma 4.644506
Differential_cross_section PromptGamma 70 	 # Secondary particule & Nbr of rows (Energies) 
# 	Energy(MeV)	Int.(b/MeV)
	0.500000	5.872111e+00
	1.000000	2.035738e+00
	1.500000	1.271812e+00
	2.000000	8.244028e-01
	2.500000	5.147069e-01
	3.000000	3.100849e-01
	3.500000	1.824789e-01
	4.000000	1.037007e-01
	4.500000	5.733235e-02
	5.000000	3.058873e-02
	5.500000	1.539180e-02
	6.000000	6.971220e-03
	6.500000	2.819113e-03
	7.000000	1.403426e-03
	7.500000	7.220359e-04
	8.000000	4.746495e-04
	8.500000	3.258704e-04
	9.000000	2.686887e-04
	9.500000	2.469562e-04
	10.000000	2.452071e-04
	10.500000	2.562748e-04
	11.000000	2.809865e-04
	11.500000	3.165246e-04
	12.000000	3.409826e-04
	12.500000	3.196661e-04
	13.000000	2.663082e-04
	13.500000	2.218730e-04
	14.000000	1.969318e-04
	14.500000	1.827399e-04
	15.000000	1.696078e-04
	15.500000	1.525388e-04
	16.000000	1.317796e-04
	16.500000	1.104015e-04
	17.000000	9.110259e-05
	17.500000	7.501373e-05
	18.000000	6.212650e-05
	18.500000	5.196007e-05
	19.000000	4.395118e-05
	19.500000	3.760494e-05
	20.000000	3.252928e-05
	20.500000	2.842654e-05
	21.000000	2.507402e-05
	21.500000	2.230563e-05
	22.000000	1.999672e-05
	22.500000	1.805341e-05
	23.000000	1.640373e-05
	23.500000	1.499241e-05
	24.000000	1.377638e-05
	24.500000	1.272175e-05
	25.000000	1.180138e-05
	25.500000	1.099386e-05
	26.000000	1.028173e-05
	26.500000	9.650607e-06
	27.000000	9.088874e-06
	27.500000	8.586928e-06
	28.000000	8.136575e-06
	28.500000	7.731084e-06
	29.000000	7.364846e-06
	29.500000	7.033012e-06
	30.000000	6.731486e-06
	30.500000	6.456778e-06
	31.000000	6.205876e-06
	31.500000	5.976210e-06
	32.000000	5.765559e-06
	32.500000	5.571969e-06
	33.000000	5.393780e-06
	33.500000	5.229544e-06
	34.000000	5.077986e-06
	34.500000	2.366496e-06
	35.000000	4.923811e-06

#################################################################################################################################################

Energy 35 			# in MeV 
Multiplicity PromptGamma 5.137745
Differential_cross_section PromptGamma 80 	 # Secondary particule & Nbr of rows (Energies) 
# 	Energy(MeV)	Int.(b/MeV)
	0.500000	6.740569e+00
	1.000000	2.415571e+00
	1.500000	1.516302e+00
	2.000000	9.783494e-01
	2.500000	6.003485e-01
	3.000000	3.537214e-01
	3.500000	2.034387e-01
	4.000000	1.126701e-01
	4.500000	6.086634e-02
	5.000000	3.191481e-02
	5.500000	1.609646e-02
	6.000000	7.710060e-03
	6.500000	3.383984e-03
	7.000000	1.670869e-03
	7.500000	8.392253e-04
	8.000000	5.461937e-04
	8.500000	3.683142e-04
	9.000000	3.066558e-04
	9.500000	2.853223e-04
	10.000000	2.873746e-04
	10.500000	3.053640e-04
	11.000000	3.403676e-04
	11.500000	3.888231e-04
	12.000000	4.219035e-04
	12.500000	3.936998e-04
	13.000000	3.238892e-04
	13.500000	2.662757e-04
	14.000000	2.327254e-04
	14.500000	2.117131e-04
	15.000000	1.922741e-04
	15.500000	1.696795e-04
	16.000000	1.445456e-04
	16.500000	1.199214e-04
	17.000000	9.828851e-05
	17.500000	8.053286e-05
	18.000000	6.644787e-05
	18.500000	5.540761e-05
	19.000000	4.674805e-05
	19.500000	3.990627e-05
	20.000000	3.444450e-05
	20.500000	3.003421e-05
	21.000000	2.643182e-05
	21.500000	2.345674e-05
	22.000000	2.097438e-05
	22.500000	1.888335e-05
	23.000000	1.710651e-05
	23.500000	1.558478e-05
	24.000000	1.427189e-05
	24.500000	1.313175e-05
	25.000000	1.213584e-05
	25.500000	1.126082e-05
	26.000000	1.048819e-05
	26.500000	9.802870e-06
	27.000000	9.192338e-06
	27.500000	8.646172e-06
	28.000000	8.155844e-06
	28.500000	7.714100e-06
	29.000000	7.314838e-06
	29.500000	6.952885e-06
	30.000000	6.623813e-06
	30.500000	6.323843e-06
	31.000000	6.049699e-06
	31.500000	5.798568e-06
	32.000000	5.568004e-06
	32.500000	5.355861e-06
	33.000000	5.160288e-06
	33.500000	4.979646e-06
	34.000000	4.812499e-06
	34.500000	4.657584e-06
	35.000000	4.513764e-06
	35.500000	4.380075e-06
	36.000000	4.255632e-06
	36.500000	4.139642e-06
	37.000000	4.031419e-06
	37.500000	3.930358e-06
	38.000000	3.835892e-06
	38.500000	3.747542e-06
	39.000000	3.664857e-06
	39.500000	2.359530e-06
	40.000000	2.968294e-06

#################################################################################################################################################

Energy 40 			# in MeV 
Multiplicity PromptGamma 5.550551
Differential_cross_section PromptGamma 90 	 # Secondary particule & Nbr of rows (Energies) 
# 	Energy(MeV)	Int.(b/MeV)
	0.500000	7.150164e+00
	1.000000	2.703067e+00
	1.500000	1.745245e+00
	2.000000	1.185773e+00
	2.500000	7.687952e-01
	3.000000	4.798887e-01
	3.500000	2.931947e-01
	4.000000	1.739932e-01
	4.500000	1.016353e-01
	5.000000	5.835353e-02
	5.500000	3.279066e-02
	6.000000	1.791573e-02
	6.500000	9.299263e-03
	7.000000	4.940063e-03
	7.500000	2.548347e-03
	8.000000	1.418315e-03
	8.500000	7.840003e-04
	9.000000	4.978731e-04
	9.500000	3.804055e-04
	10.000000	3.422203e-04
	10.500000	3.529649e-04
	11.000000	3.934097e-04
	11.500000	4.531358e-04
	12.000000	4.952688e-04
	12.500000	4.622581e-04
	13.000000	3.782089e-04
	13.500000	3.088969e-04
	14.000000	2.675182e-04
	14.500000	2.398887e-04
	15.000000	2.139564e-04
	15.500000	1.855647e-04
	16.000000	1.559234e-04
	16.500000	1.280871e-04
	17.000000	1.042456e-04
	17.500000	8.498400e-05
	18.000000	6.986215e-05
	18.500000	5.809493e-05
	19.000000	4.891374e-05
	19.500000	4.168795e-05
	20.000000	3.593570e-05
	20.500000	3.129986e-05
	21.000000	2.751790e-05
	21.500000	2.439623e-05
	22.000000	2.179182e-05
	22.500000	1.959706e-05
	23.000000	1.773076e-05
	23.500000	1.613076e-05
	24.000000	1.474874e-05
	24.500000	1.354693e-05
	25.000000	1.249535e-05
	25.500000	1.157014e-05
	26.000000	1.075181e-05
	26.500000	1.002469e-05
	27.000000	9.375921e-06
	27.500000	8.794644e-06
	28.000000	8.271950e-06
	28.500000	7.800345e-06
	29.000000	7.373491e-06
	29.500000	6.986006e-06
	30.000000	6.633283e-06
	30.500000	6.311367e-06
	31.000000	6.016881e-06
	31.500000	5.746830e-06
	32.000000	5.498684e-06
	32.500000	5.270189e-06
	33.000000	5.059383e-06
	33.500000	4.864532e-06
	34.000000	4.684105e-06
	34.500000	4.516774e-06
	35.000000	4.361320e-06
	35.500000	4.216695e-06
	36.000000	4.081938e-06
	36.500000	3.956213e-06
	37.000000	3.838738e-06
	37.500000	3.728856e-06
	38.000000	3.625936e-06
	38.500000	3.529439e-06
	39.000000	3.438856e-06
	39.500000	3.353757e-06
	40.000000	3.273712e-06
	40.500000	3.198372e-06
	41.000000	3.127398e-06
	41.500000	3.060500e-06
	42.000000	2.997398e-06
	42.500000	2.937851e-06
	43.000000	2.881611e-06
	43.500000	2.828518e-06
	44.000000	2.778362e-06
	44.500000	1.799647e-06
	45.000000	2.271133e-06

#################################################################################################################################################

Energy 45 			# in MeV 
Multiplicity PromptGamma 5.477121
Differential_cross_section PromptGamma 100 	 # Secondary particule & Nbr of rows (Energies) 
# 	Energy(MeV)	Int.(b/MeV)
	0.500000	7.226699e+00
	1.000000	2.963644e+00
	1.500000	1.682496e+00
	2.000000	1.112162e+00
	2.500000	7.044785e-01
	3.000000	4.324183e-01
	3.500000	2.617399e-01
	4.000000	1.544463e-01
	4.500000	9.017012e-02
	5.000000	5.204913e-02
	5.500000	2.958168e-02
	6.000000	1.647146e-02
	6.500000	8.829085e-03
	7.000000	4.849242e-03
	7.500000	2.651952e-03
	8.000000	1.526016e-03
	8.500000	9.377550e-04
	9.000000	6.252099e-04
	9.500000	4.739329e-04
	10.000000	4.192722e-04
	10.500000	4.153193e-04
	11.000000	4.532810e-04
	11.500000	5.176324e-04
	12.000000	5.642185e-04
	12.500000	5.249202e-04
	13.000000	4.275173e-04
	13.500000	3.478067e-04
	14.000000	2.995754e-04
	14.500000	2.659379e-04
	15.000000	2.338086e-04
	15.500000	1.997568e-04
	16.000000	1.657340e-04
	16.500000	1.348426e-04
	17.000000	1.089681e-04
	17.500000	8.836741e-05
	18.000000	7.235830e-05
	18.500000	5.999383e-05
	19.000000	5.040248e-05
	19.500000	4.288809e-05
	20.000000	3.692781e-05
	20.500000	3.213772e-05
	21.000000	2.823793e-05
	21.500000	2.502391e-05
	22.000000	2.234453e-05
	22.500000	2.008768e-05
	23.000000	1.816853e-05
	23.500000	1.652249e-05
	24.000000	1.509975e-05
	24.500000	1.386118e-05
	25.000000	1.277633e-05
	25.500000	1.182045e-05
	26.000000	1.097377e-05
	26.500000	1.022032e-05
	27.000000	9.546765e-06
	27.500000	8.942322e-06
	28.000000	8.397872e-06
	28.500000	7.905765e-06
	29.000000	7.459588e-06
	29.500000	7.053867e-06
	30.000000	6.683913e-06
	30.500000	6.345731e-06
	31.000000	6.035848e-06
	31.500000	5.751270e-06
	32.000000	5.489370e-06
	32.500000	5.247875e-06
	33.000000	5.024786e-06
	33.500000	4.818327e-06
	34.000000	4.626931e-06
	34.500000	4.449231e-06
	35.000000	4.283977e-06
	35.500000	4.130095e-06
	36.000000	3.986593e-06
	36.500000	3.852583e-06
	37.000000	3.727298e-06
	37.500000	3.610009e-06
	38.000000	3.500087e-06
	38.500000	3.396942e-06
	39.000000	3.300057e-06
	39.500000	3.208950e-06
	40.000000	3.123204e-06
	40.500000	3.042410e-06
	41.000000	2.966207e-06
	41.500000	2.894296e-06
	42.000000	2.826338e-06
	42.500000	2.762094e-06
	43.000000	2.701303e-06
	43.500000	2.643737e-06
	44.000000	2.589185e-06
	44.500000	2.537458e-06
	45.000000	2.488386e-06
	45.500000	2.441800e-06
	46.000000	2.397559e-06
	46.500000	2.355515e-06
	47.000000	2.315557e-06
	47.500000	2.277575e-06
	48.000000	2.241450e-06
	48.500000	2.207102e-06
	49.000000	2.174440e-06
	49.500000	1.414237e-06
	50.000000	1.788564e-06

#################################################################################################################################################

Energy 50 			# in MeV 
Multiplicity PromptGamma 5.442148
Differential_cross_section PromptGamma 110 	 # Secondary particule & Nbr of rows (Energies) 
# 	Energy(MeV)	Int.(b/MeV)
	0.500000	7.368781e+00
	1.000000	2.624839e+00
	1.500000	1.672833e+00
	2.000000	1.102062e+00
	2.500000	6.900754e-01
	3.000000	4.186028e-01
	3.500000	2.468132e-01
	4.000000	1.423441e-01
	4.500000	8.093323e-02
	5.000000	4.534118e-02
	5.500000	2.493276e-02
	6.000000	1.329617e-02
	6.500000	6.831755e-03
	7.000000	3.677097e-03
	7.500000	2.008318e-03
	8.000000	1.198779e-03
	8.500000	7.851798e-04
	9.000000	5.657701e-04
	9.500000	4.668878e-04
	10.000000	4.350271e-04
	10.500000	4.468463e-04
	11.000000	4.952035e-04
	11.500000	5.702075e-04
	12.000000	6.243911e-04
	12.500000	5.811713e-04
	13.000000	4.723548e-04
	13.500000	3.835509e-04
	14.000000	3.292946e-04
	14.500000	2.901854e-04
	15.000000	2.521924e-04
	15.500000	2.126869e-04
	16.000000	1.744360e-04
	16.500000	1.406285e-04
	17.000000	1.128475e-04
	17.500000	9.102000e-05
	18.000000	7.421789e-05
	18.500000	6.133557e-05
	19.000000	5.140132e-05
	19.500000	4.365656e-05
	20.000000	3.753863e-05
	20.500000	3.263868e-05
	21.000000	2.866074e-05
	21.500000	2.538952e-05
	22.000000	2.266709e-05
